Sl no.,Centre Name,Commodity,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
61,Jalaun (Orai),Wheat,FAQ,2360,2440,2400,08-06-2024
62,Jalaun (Orai),Wheat,FAQ,2373,2411,2400,31-05-2024
63,Jalaun (Orai),Wheat,FAQ,2375,2400,2390,01-06-2024
64,Jalaun (Orai),Wheat,FAQ,2380,2412,2400,10-06-2024
65,Jalaun (Orai),Wheat,FAQ,2380,2422,2400,25-03-2024
66,Jalaun (Orai),Wheat,FAQ,2380,2430,2400,24-02-2024
67,Jalaun (Orai),Wheat,FAQ,2390,2425,2400,30-05-2024
68,Jalaun (Orai),Wheat,FAQ,2390,2439,2412,16-06-2024
69,Jalaun (Orai),Wheat,FAQ,2400,2400,2400,01-07-2024
70,Jalaun (Orai),Wheat,FAQ,2400,2400,2400,19-02-2024
71,Jalaun (Orai),Wheat,FAQ,2400,2400,2400,25-02-2024
72,Jalaun (Orai),Wheat,FAQ,2400,2420,2410,26-02-2024
73,Jalaun (Orai),Wheat,FAQ,2400,2425,2410,27-06-2024
74,Jalaun (Orai),Wheat,FAQ,2400,2425,2410,30-06-2024
75,Jalaun (Orai),Wheat,FAQ,2400,2426,2415,23-02-2024
76,Jalaun (Orai),Wheat,FAQ,2400,2430,2415,23-03-2024
77,Jalaun (Orai),Wheat,FAQ,2400,2440,2410,28-06-2024
78,Jalaun (Orai),Wheat,FAQ,2400,2440,2420,05-07-2024
79,Jalaun (Orai),Wheat,FAQ,2400,2440,2420,09-06-2024
80,Jalaun (Orai),Wheat,FAQ,2400,2440,2420,14-06-2024
81,Jalaun (Orai),Wheat,FAQ,2400,2440,2420,15-07-2024
82,Jalaun (Orai),Wheat,FAQ,2400,2440,2420,25-06-2024
83,Jalaun (Orai),Wheat,FAQ,2400,2441,2420,29-06-2024
84,Jalaun (Orai),Wheat,FAQ,2400,2444,2433,18-06-2024
85,Jalaun (Orai),Wheat,FAQ,2400,2450,2410,19-03-2024
86,Jalaun (Orai),Wheat,FAQ,2400,2450,2420,21-02-2024
87,Jalaun (Orai),Wheat,FAQ,2400,2450,2420,26-06-2024
88,Jalaun (Orai),Wheat,FAQ,2400,2450,2420,27-02-2024
89,Jalaun (Orai),Wheat,FAQ,2400,2455,2425,04-07-2024
90,Jalaun (Orai),Wheat,FAQ,2400,2460,2420,12-06-2024
91,Jalaun (Orai),Wheat,FAQ,2400,2460,2430,20-02-2024
92,Jalaun (Orai),Wheat,FAQ,2400,2460,2430,22-02-2024
93,Jalaun (Orai),Wheat,FAQ,2400,2460,2440,11-02-2024
94,Jalaun (Orai),Wheat,FAQ,2400,2480,2440,20-03-2024
95,Jalaun (Orai),Wheat,FAQ,2400,2488,2444,04-03-2024
96,Jalaun (Orai),Wheat,FAQ,2400,2500,2450,05-03-2024
97,Jalaun (Orai),Wheat,FAQ,2400,2550,2500,09-03-2024
98,Jalaun (Orai),Wheat,FAQ,2400,2600,2500,08-03-2024
99,Jalaun (Orai),Wheat,FAQ,2402,2410,2405,05-04-2024
100,Jalaun (Orai),Wheat,FAQ,2410,2430,2420,18-02-2024
101,Jalaun (Orai),Wheat,FAQ,2410,2436,2415,13-06-2024
102,Jalaun (Orai),Wheat,FAQ,2410,2444,2430,03-07-2024
103,Jalaun (Orai),Wheat,FAQ,2415,2444,2430,14-07-2024
104,Jalaun (Orai),Wheat,FAQ,2418,2435,2425,22-03-2024
105,Jalaun (Orai),Wheat,FAQ,2420,2440,2430,17-06-2024
106,Jalaun (Orai),Wheat,FAQ,2420,2443,2430,28-02-2024
107,Jalaun (Orai),Wheat,FAQ,2420,2452,2430,02-07-2024
108,Jalaun (Orai),Wheat,FAQ,2420,2453,2430,19-06-2024
109,Jalaun (Orai),Wheat,FAQ,2420,2455,2440,24-06-2024
110,Jalaun (Orai),Wheat,FAQ,2422,2449,2438,13-07-2024
111,Jalaun (Orai),Wheat,FAQ,2422,2466,2445,17-07-2024
112,Jalaun (Orai),Wheat,FAQ,2425,2459,2444,16-07-2024
113,Jalaun (Orai),Wheat,FAQ,2425,2470,2444,06-02-2024
114,Jalaun (Orai),Wheat,FAQ,2430,2462,2450,20-06-2024
115,Jalaun (Orai),Wheat,FAQ,2430,2462,2450,21-06-2024
116,Jalaun (Orai),Wheat,FAQ,2430,2465,2450,08-07-2024
117,Jalaun (Orai),Wheat,FAQ,2430,2469,2450,07-07-2024
118,Jalaun (Orai),Wheat,FAQ,2430,2470,2450,16-02-2024
119,Jalaun (Orai),Wheat,FAQ,2430,2472,2450,06-07-2024
120,Jalaun (Orai),Wheat,FAQ,2433,2464,2445,23-06-2024
121,Jalaun (Orai),Wheat,FAQ,2440,2450,2445,07-02-2024
122,Jalaun (Orai),Wheat,FAQ,2440,2460,2450,12-07-2024
123,Jalaun (Orai),Wheat,FAQ,2440,2460,2450,18-07-2024
124,Jalaun (Orai),Wheat,FAQ,2440,2462,2450,22-06-2024
125,Jalaun (Orai),Wheat,FAQ,2440,2466,2450,09-07-2024
126,Jalaun (Orai),Wheat,FAQ,2440,2470,2450,12-02-2024
127,Jalaun (Orai),Wheat,FAQ,2440,2480,2460,17-02-2024
128,Jalaun (Orai),Wheat,FAQ,2440,2500,2460,01-03-2024
129,Jalaun (Orai),Wheat,FAQ,2450,2469,2460,11-07-2024
130,Jalaun (Orai),Wheat,FAQ,2450,2470,2460,13-02-2024
131,Jalaun (Orai),Wheat,FAQ,2450,2470,2460,19-07-2024
132,Jalaun (Orai),Wheat,FAQ,2450,2470,2460,29-02-2024
133,Jalaun (Orai),Wheat,FAQ,2450,2490,2470,05-02-2024
134,Jalaun (Orai),Wheat,FAQ,2450,2490,2470,24-07-2024
135,Jalaun (Orai),Wheat,FAQ,2450,2490,2480,10-02-2024
136,Jalaun (Orai),Wheat,FAQ,2450,2500,2480,02-03-2024
137,Jalaun (Orai),Wheat,FAQ,2450,2530,2500,07-03-2024
138,Jalaun (Orai),Wheat,FAQ,2450,2550,2500,06-03-2024
139,Jalaun (Orai),Wheat,FAQ,2450,2560,2500,10-03-2024
140,Jalaun (Orai),Wheat,FAQ,2460,2480,2470,04-02-2024
141,Jalaun (Orai),Wheat,FAQ,2460,2480,2470,14-02-2024
142,Jalaun (Orai),Wheat,FAQ,2460,2480,2470,20-07-2024
143,Jalaun (Orai),Wheat,FAQ,2460,2484,2475,15-02-2024
144,Jalaun (Orai),Wheat,FAQ,2460,2495,2480,26-07-2024
145,Jalaun (Orai),Wheat,FAQ,2460,2500,2480,08-02-2024
146,Jalaun (Orai),Wheat,FAQ,2460,2502,2480,21-07-2024
147,Jalaun (Orai),Wheat,FAQ,2480,2500,2490,22-07-2024
148,Jalaun (Orai),Wheat,FAQ,2480,2500,2490,23-07-2024
149,Jalaun (Orai),Wheat,FAQ,2480,2500,2490,25-07-2024
150,Jalaun (Orai),Wheat,FAQ,2480,2510,2499,03-01-2024
151,Jalaun (Orai),Wheat,FAQ,2480,2520,2490,02-01-2024
152,Jalaun (Orai),Wheat,FAQ,2480,2540,2510,30-07-2024
153,Jalaun (Orai),Wheat,FAQ,2490,2520,2505,31-07-2024
154,Jalaun (Orai),Wheat,FAQ,2500,2500,2500,01-01-2024
155,Jalaun (Orai),Wheat,FAQ,2500,2500,2500,04-01-2024
156,Jalaun (Orai),Wheat,FAQ,2500,2500,2500,11-03-2024
157,Jalaun (Orai),Wheat,FAQ,2500,2510,2505,14-03-2024
158,Jalaun (Orai),Wheat,FAQ,2500,2522,2510,06-08-2024
159,Jalaun (Orai),Wheat,FAQ,2500,2525,2510,04-08-2024
160,Jalaun (Orai),Wheat,FAQ,2500,2525,2510,27-07-2024
161,Jalaun (Orai),Wheat,FAQ,2500,2533,2520,03-08-2024
162,Jalaun (Orai),Wheat,FAQ,2500,2540,2520,08-01-2024
163,Jalaun (Orai),Wheat,FAQ,2500,2550,2520,15-03-2024
164,Jalaun (Orai),Wheat,FAQ,2500,2560,2520,12-03-2024
165,Jalaun (Orai),Wheat,FAQ,2500,2560,2530,16-03-2024
166,Jalaun (Orai),Wheat,FAQ,2500,2580,2540,17-03-2024
167,Jalaun (Orai),Wheat,FAQ,2510,2520,2515,05-01-2024
168,Jalaun (Orai),Wheat,FAQ,2510,2533,2520,05-08-2024
169,Jalaun (Orai),Wheat,FAQ,2510,2533,2520,28-07-2024
170,Jalaun (Orai),Wheat,FAQ,2510,2543,2522,29-07-2024
171,Jalaun (Orai),Wheat,FAQ,2510,2560,2540,17-01-2024
172,Jalaun (Orai),Wheat,FAQ,2520,2530,2525,02-08-2024
173,Jalaun (Orai),Wheat,FAQ,2520,2540,2530,01-08-2024
174,Jalaun (Orai),Wheat,FAQ,2520,2544,2530,09-01-2024
175,Jalaun (Orai),Wheat,FAQ,2520,2556,2530,07-08-2024
176,Jalaun (Orai),Wheat,FAQ,2520,2562,2540,09-08-2024
177,Jalaun (Orai),Wheat,FAQ,2530,2540,2535,06-01-2024
178,Jalaun (Orai),Wheat,FAQ,2530,2550,2540,23-01-2024
179,Jalaun (Orai),Wheat,FAQ,2530,2565,2544,08-08-2024
180,Jalaun (Orai),Wheat,FAQ,2530,2580,2560,18-01-2024
181,Jalaun (Orai),Wheat,FAQ,2530,2580,2560,19-01-2024
182,Jalaun (Orai),Wheat,FAQ,2540,2560,2550,10-01-2024
183,Jalaun (Orai),Wheat,FAQ,2540,2569,2555,15-08-2024
184,Jalaun (Orai),Wheat,FAQ,2540,2572,2560,13-08-2024
185,Jalaun (Orai),Wheat,FAQ,2540,2575,2560,10-08-2024
186,Jalaun (Orai),Wheat,FAQ,2540,2580,2560,24-01-2024
187,Jalaun (Orai),Wheat,FAQ,2540,2588,2560,14-08-2024
188,Jalaun (Orai),Wheat,FAQ,2550,2570,2560,03-02-2024
189,Jalaun (Orai),Wheat,FAQ,2550,2570,2560,11-08-2024
190,Jalaun (Orai),Wheat,FAQ,2550,2570,2560,12-08-2024
191,Jalaun (Orai),Wheat,FAQ,2550,2570,2560,15-01-2024
192,Jalaun (Orai),Wheat,FAQ,2550,2570,2560,16-01-2024
193,Jalaun (Orai),Wheat,FAQ,2560,2580,2570,26-01-2024
194,Jalaun (Orai),Wheat,FAQ,2560,2580,2570,31-01-2024
195,Jalaun (Orai),Wheat,FAQ,2560,2600,2570,25-01-2024
196,Jalaun (Orai),Wheat,FAQ,2560,2600,2580,11-01-2024
197,Jalaun (Orai),Wheat,FAQ,2570,2590,2580,22-01-2024
198,Jalaun (Orai),Wheat,FAQ,2580,2600,2590,16-08-2024
199,Jalaun (Orai),Wheat,FAQ,2580,2610,2600,28-01-2024
200,Jalaun (Orai),Wheat,FAQ,2580,2611,2600,23-08-2024
201,Jalaun (Orai),Wheat,FAQ,2580,2612,2600,20-08-2024
202,Jalaun (Orai),Wheat,FAQ,2580,2612,2600,22-08-2024
203,Jalaun (Orai),Wheat,FAQ,2580,2622,2600,17-08-2024
204,Jalaun (Orai),Wheat,FAQ,2580,2640,2620,13-01-2024
205,Jalaun (Orai),Wheat,FAQ,2590,2610,2600,21-08-2024
206,Jalaun (Orai),Wheat,FAQ,2590,2616,2600,09-09-2024
207,Jalaun (Orai),Wheat,FAQ,2590,2617,2600,18-08-2024
208,Jalaun (Orai),Wheat,FAQ,2590,2617,2607,25-08-2024
209,Jalaun (Orai),Wheat,FAQ,2590,2622,2611,29-08-2024
210,Jalaun (Orai),Wheat,FAQ,2600,2600,2600,27-01-2024
211,Jalaun (Orai),Wheat,FAQ,2600,2600,2600,29-01-2024
212,Jalaun (Orai),Wheat,FAQ,2600,2610,2605,12-09-2024
213,Jalaun (Orai),Wheat,FAQ,2600,2610,2605,18-09-2024
214,Jalaun (Orai),Wheat,FAQ,2600,2610,2605,19-09-2024
215,Jalaun (Orai),Wheat,FAQ,2600,2615,2610,11-09-2024
216,Jalaun (Orai),Wheat,FAQ,2600,2616,2605,19-08-2024
217,Jalaun (Orai),Wheat,FAQ,2600,2620,2610,20-01-2024
218,Jalaun (Orai),Wheat,FAQ,2600,2621,2610,10-09-2024
219,Jalaun (Orai),Wheat,FAQ,2600,2622,2610,08-09-2024
220,Jalaun (Orai),Wheat,FAQ,2600,2622,2610,17-09-2024
221,Jalaun (Orai),Wheat,FAQ,2600,2626,2615,27-08-2024
222,Jalaun (Orai),Wheat,FAQ,2600,2633,2609,26-08-2024
223,Jalaun (Orai),Wheat,FAQ,2600,2636,2625,01-09-2024
224,Jalaun (Orai),Wheat,FAQ,2601,2618,2611,16-09-2024
225,Jalaun (Orai),Wheat,FAQ,2602,2617,2613,14-09-2024
226,Jalaun (Orai),Wheat,FAQ,2603,2641,2622,04-09-2024
227,Jalaun (Orai),Wheat,FAQ,2605,2616,2610,15-09-2024
228,Jalaun (Orai),Wheat,FAQ,2605,2617,2612,13-09-2024
229,Jalaun (Orai),Wheat,FAQ,2605,2633,2615,24-09-2024
230,Jalaun (Orai),Wheat,FAQ,2609,2636,2622,23-09-2024
231,Jalaun (Orai),Wheat,FAQ,2610,2633,2614,03-09-2024
232,Jalaun (Orai),Wheat,FAQ,2610,2633,2620,22-09-2024
233,Jalaun (Orai),Wheat,FAQ,2610,2640,2622,05-09-2024
234,Jalaun (Orai),Wheat,FAQ,2612,2633,2622,02-09-2024
235,Jalaun (Orai),Wheat,FAQ,2612,2643,2622,30-08-2024
236,Jalaun (Orai),Wheat,FAQ,2613,2644,2624,06-09-2024
237,Jalaun (Orai),Wheat,FAQ,2620,2640,2630,31-08-2024
238,Jalaun (Orai),Wheat,FAQ,2620,2644,2630,28-08-2024
239,Jalaun (Orai),Wheat,FAQ,2620,2644,2633,07-09-2024
240,Jalaun (Orai),Wheat,FAQ,2620,2650,2640,21-09-2024
241,Jalaun (Orai),Wheat,FAQ,2650,2690,2670,26-09-2024
242,Jalaun (Orai),Wheat,FAQ,2650,2700,2670,25-09-2024
243,Jalaun (Orai),Wheat,FAQ,2667,2711,2689,29-09-2024
244,Jalaun (Orai),Wheat,FAQ,2680,2700,2690,27-09-2024
245,Jalaun (Orai),Wheat,FAQ,2680,2700,2690,28-09-2024
246,Jalaun (Orai),Wheat,FAQ,2685,2706,2699,01-10-2024
247,Jalaun (Orai),Wheat,FAQ,2700,2788,2740,08-10-2024
248,Jalaun (Orai),Wheat,FAQ,2740,2780,2760,07-10-2024
249,Jalaun (Orai),Wheat,FAQ,2740,2790,2760,04-10-2024
250,Jalaun (Orai),Wheat,FAQ,2750,2780,2760,05-10-2024
251,Jalaun (Orai),Wheat,FAQ,2750,2788,2770,06-10-2024
252,Jalaun (Orai),Wheat,FAQ,2750,2790,2760,06-12-2024
253,Jalaun (Orai),Wheat,FAQ,2750,2790,2765,07-12-2024
254,Jalaun (Orai),Wheat,FAQ,2760,2795,2780,05-12-2024
255,Jalaun (Orai),Wheat,FAQ,2760,2800,2780,09-10-2024
256,Jalaun (Orai),Wheat,FAQ,2760,2800,2780,13-10-2024
257,Jalaun (Orai),Wheat,FAQ,2780,2800,2790,10-10-2024
258,Jalaun (Orai),Wheat,FAQ,2780,2800,2790,17-10-2024
259,Jalaun (Orai),Wheat,FAQ,2780,2802,2795,12-10-2024
260,Jalaun (Orai),Wheat,FAQ,2780,2810,2790,11-10-2024
261,Jalaun (Orai),Wheat,FAQ,2780,2811,2795,04-12-2024
262,Jalaun (Orai),Wheat,FAQ,2785,2811,2795,03-12-2024
263,Jalaun (Orai),Wheat,FAQ,2790,2810,2800,30-11-2024
264,Jalaun (Orai),Wheat,FAQ,2790,2811,2800,02-12-2024
265,Jalaun (Orai),Wheat,FAQ,2790,2820,2795,28-11-2024
266,Jalaun (Orai),Wheat,FAQ,2795,2811,2801,01-12-2024
267,Jalaun (Orai),Wheat,FAQ,2799,2820,2805,16-10-2024
268,Jalaun (Orai),Wheat,FAQ,2800,2810,2805,14-10-2024
269,Jalaun (Orai),Wheat,FAQ,2800,2815,2805,15-10-2024
270,Jalaun (Orai),Wheat,FAQ,2800,2820,2810,18-10-2024
271,Jalaun (Orai),Wheat,FAQ,2800,2825,2810,29-11-2024
272,Jalaun (Orai),Wheat,FAQ,2800,2840,2820,04-11-2024
273,Jalaun (Orai),Wheat,FAQ,2800,2840,2820,09-12-2024
274,Jalaun (Orai),Wheat,FAQ,2800,2850,2827,18-11-2024
275,Jalaun (Orai),Wheat,FAQ,2800,2860,2840,10-12-2024
276,Jalaun (Orai),Wheat,FAQ,2800,2880,2830,14-12-2024
277,Jalaun (Orai),Wheat,FAQ,2805,2825,2815,03-11-2024
278,Jalaun (Orai),Wheat,FAQ,2810,2833,2820,19-10-2024
279,Jalaun (Orai),Wheat,FAQ,2810,2833,2820,28-10-2024
280,Jalaun (Orai),Wheat,FAQ,2810,2833,2822,06-11-2024
281,Jalaun (Orai),Wheat,FAQ,2810,2835,2820,21-10-2024
282,Jalaun (Orai),Wheat,FAQ,2810,2835,2825,05-11-2024
283,Jalaun (Orai),Wheat,FAQ,2810,2835,2825,29-10-2024
284,Jalaun (Orai),Wheat,FAQ,2810,2838,2825,22-10-2024
285,Jalaun (Orai),Wheat,FAQ,2810,2839,2822,20-10-2024
286,Jalaun (Orai),Wheat,FAQ,2810,2878,2844,17-12-2024
287,Jalaun (Orai),Wheat,FAQ,2815,2845,2820,27-10-2024
288,Jalaun (Orai),Wheat,FAQ,2820,2833,2826,26-10-2024
289,Jalaun (Orai),Wheat,FAQ,2820,2839,2833,27-11-2024
290,Jalaun (Orai),Wheat,FAQ,2820,2840,2830,24-10-2024
291,Jalaun (Orai),Wheat,FAQ,2820,2840,2830,26-11-2024
292,Jalaun (Orai),Wheat,FAQ,2820,2844,2830,23-11-2024
293,Jalaun (Orai),Wheat,FAQ,2820,2845,2830,25-11-2024
294,Jalaun (Orai),Wheat,FAQ,2820,2845,2830,25-10-2024
295,Jalaun (Orai),Wheat,FAQ,2820,2860,2840,21-11-2024
296,Jalaun (Orai),Wheat,FAQ,2820,2865,2844,20-11-2024
297,Jalaun (Orai),Wheat,FAQ,2820,2866,2840,19-11-2024
298,Jalaun (Orai),Wheat,FAQ,2820,2888,2840,18-12-2024
299,Jalaun (Orai),Wheat,FAQ,2825,2855,2835,24-11-2024
300,Jalaun (Orai),Wheat,FAQ,2830,2840,2835,30-10-2024
301,Jalaun (Orai),Wheat,FAQ,2840,2866,2850,22-11-2024
302,Jalaun (Orai),Wheat,FAQ,2840,2880,2860,12-12-2024
303,Jalaun (Orai),Wheat,FAQ,2840,2880,2860,15-11-2024
304,Jalaun (Orai),Wheat,FAQ,2840,2880,2860,16-12-2024
305,Jalaun (Orai),Wheat,FAQ,2840,2889,2860,11-11-2024
306,Jalaun (Orai),Wheat,FAQ,2840,2890,2860,08-11-2024
307,Jalaun (Orai),Wheat,FAQ,2840,2930,2890,20-12-2024
308,Jalaun (Orai),Wheat,FAQ,2850,2868,2860,14-11-2024
309,Jalaun (Orai),Wheat,FAQ,2850,2888,2860,07-11-2024
310,Jalaun (Orai),Wheat,FAQ,2850,2889,2870,17-11-2024
311,Jalaun (Orai),Wheat,FAQ,2850,2890,2870,09-11-2024
312,Jalaun (Orai),Wheat,FAQ,2850,2890,2870,12-11-2024
313,Jalaun (Orai),Wheat,FAQ,2850,2891,2864,10-11-2024
314,Jalaun (Orai),Wheat,FAQ,2850,2900,2880,13-12-2024
315,Jalaun (Orai),Wheat,FAQ,2856,2886,2876,16-11-2024
316,Jalaun (Orai),Wheat,FAQ,2860,2890,2880,15-12-2024
317,Jalaun (Orai),Wheat,FAQ,2860,2892,2880,13-11-2024
318,Jalaun (Orai),Wheat,FAQ,2860,2900,2880,11-12-2024
319,Jalaun (Orai),Wheat,FAQ,2860,2925,2895,19-12-2024
320,Jalaun (Orai),Wheat,FAQ,2890,2920,2900,25-12-2024
321,Jalaun (Orai),Wheat,FAQ,2900,2920,2910,26-12-2024
322,Jalaun (Orai),Wheat,FAQ,2900,2930,2920,24-12-2024
323,Jalaun (Orai),Wheat,FAQ,2900,2939,2920,21-12-2024
324,Jalaun (Orai),Wheat,FAQ,2900,2980,2950,30-12-2024
325,Jalaun (Orai),Wheat,FAQ,2940,2999,2966,01-01-2025
326,Jalaun (Orai),Wheat,FAQ,2950,2950,2950,23-12-2024
327,Jalaun (Orai),Wheat,FAQ,2950,2950,2950,31-12-2024
328,Jalaun (Orai),Wheat,FAQ,2950,2985,2975,27-12-2024
329,Jalaun (Orai),Wheat,FAQ,2950,2999,2970,29-12-2024
330,Jalaun (Orai),Wheat,FAQ,2950,3010,2980,28-12-2024
