Sl no.,District Name,Commodity,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
33,Banda,Gur(Jaggery),FAQ,3900,4050,3970,20-01-2024
34,Banda,Gur(Jaggery),FAQ,4540,4740,4640,06-11-2024
35,Banda,Gur(Jaggery),FAQ,4425,4580,4500,11-08-2024
36,Banda,Gur(Jaggery),FAQ,3930,4075,4000,30-01-2024
37,Banda,Gur(Jaggery),FAQ,3850,4050,3950,27-03-2024
38,Banda,Gur(Jaggery),FAQ,4530,4675,4600,13-11-2024
39,Banda,Gur(Jaggery),FAQ,3850,3990,3920,19-03-2024
40,Banda,Gur(Jaggery),FAQ,3930,4075,4000,06-04-2024
41,Banda,Gur(Jaggery),FAQ,4450,4650,4550,14-12-2024
42,Banda,Gur(Jaggery),FAQ,3950,4120,4035,16-07-2024
43,Banda,Gur(Jaggery),FAQ,3820,4020,3920,26-03-2024
44,Banda,Gur(Jaggery),FAQ,3925,4125,4025,18-07-2024
45,Banda,Gur(Jaggery),FAQ,3900,4065,3980,30-04-2024
46,Banda,Gur(Jaggery),FAQ,4385,4550,4470,05-08-2024
47,Banda,Gur(Jaggery),FAQ,3900,4060,3980,04-04-2024
48,Banda,Gur(Jaggery),FAQ,3850,4000,3925,11-01-2024
49,Banda,Gur(Jaggery),FAQ,4580,4725,4650,28-09-2024
50,Banda,Gur(Jaggery),FAQ,4440,4640,4540,05-12-2024
51,Banda,Gur(Jaggery),FAQ,3940,4090,4010,27-04-2024
52,Banda,Gur(Jaggery),FAQ,4630,4775,4700,18-09-2024
53,Banda,Gur(Jaggery),FAQ,3800,3950,3875,25-02-2024
54,Banda,Gur(Jaggery),FAQ,3780,3920,3850,20-02-2024
55,Banda,Gur(Jaggery),FAQ,3930,4075,4000,05-06-2024
56,Banda,Gur(Jaggery),FAQ,3790,3935,3865,12-02-2024
57,Banda,Gur(Jaggery),FAQ,3925,4080,4000,04-05-2024
58,Banda,Gur(Jaggery),FAQ,3950,4095,4020,17-07-2024
59,Banda,Gur(Jaggery),FAQ,4320,4520,4420,28-07-2024
60,Banda,Gur(Jaggery),FAQ,3850,4000,3930,02-04-2024
61,Banda,Gur(Jaggery),FAQ,3825,3980,3900,04-02-2024
62,Banda,Gur(Jaggery),FAQ,3760,3920,3840,17-02-2024
63,Banda,Gur(Jaggery),FAQ,3850,4050,3950,04-01-2024
64,Banda,Gur(Jaggery),FAQ,3820,4020,3920,05-03-2024
65,Banda,Gur(Jaggery),FAQ,3830,3975,3900,10-03-2024
66,Banda,Gur(Jaggery),FAQ,4350,4500,4420,29-07-2024
67,Banda,Gur(Jaggery),FAQ,4615,4815,4715,11-09-2024
68,Banda,Gur(Jaggery),FAQ,3850,4050,3950,06-01-2024
69,Banda,Gur(Jaggery),FAQ,3950,4150,4050,20-07-2024
70,Banda,Gur(Jaggery),FAQ,3950,4095,4020,29-06-2024
71,Banda,Gur(Jaggery),FAQ,3850,4000,3930,11-03-2024
72,Banda,Gur(Jaggery),FAQ,4580,4725,4650,24-10-2024
73,Banda,Gur(Jaggery),FAQ,3950,4110,4025,27-06-2024
74,Banda,Gur(Jaggery),FAQ,3930,4095,4015,04-06-2024
75,Banda,Gur(Jaggery),FAQ,4350,4550,4450,01-08-2024
76,Banda,Gur(Jaggery),FAQ,4550,4700,4625,07-10-2024
77,Banda,Gur(Jaggery),FAQ,4300,4500,4400,27-07-2024
78,Banda,Gur(Jaggery),FAQ,3790,3935,3865,13-02-2024
79,Banda,Gur(Jaggery),FAQ,3930,4070,4000,12-03-2024
80,Banda,Gur(Jaggery),FAQ,3925,4080,4000,29-04-2024
81,Banda,Gur(Jaggery),FAQ,3875,4030,3950,09-01-2024
82,Banda,Gur(Jaggery),FAQ,4550,4750,4650,13-08-2024
83,Banda,Gur(Jaggery),FAQ,3820,3970,3890,05-02-2024
84,Banda,Gur(Jaggery),FAQ,3850,3990,3920,30-03-2024
85,Banda,Gur(Jaggery),FAQ,3930,4075,4000,21-05-2024
86,Banda,Gur(Jaggery),FAQ,4550,4750,4650,19-10-2024
87,Banda,Gur(Jaggery),FAQ,3850,4050,3950,20-04-2024
88,Banda,Gur(Jaggery),FAQ,4560,4760,4660,26-09-2024
89,Banda,Gur(Jaggery),FAQ,4530,4730,4630,08-10-2024
90,Banda,Gur(Jaggery),FAQ,4575,4725,4650,21-10-2024
91,Banda,Gur(Jaggery),FAQ,3850,4000,3930,18-01-2024
92,Banda,Gur(Jaggery),FAQ,4335,4535,4435,23-12-2024
93,Banda,Gur(Jaggery),FAQ,4550,4700,4625,26-10-2024
94,Banda,Gur(Jaggery),FAQ,4625,4780,4700,24-08-2024
95,Banda,Gur(Jaggery),FAQ,3850,3990,3920,16-01-2024
96,Banda,Gur(Jaggery),FAQ,3800,3950,3870,29-02-2024
97,Banda,Gur(Jaggery),FAQ,4330,4530,4430,19-12-2024
98,Banda,Gur(Jaggery),FAQ,4430,4570,4500,08-08-2024
99,Banda,Gur(Jaggery),FAQ,4450,4600,4525,25-11-2024
100,Banda,Gur(Jaggery),FAQ,4420,4580,4500,27-11-2024
101,Banda,Gur(Jaggery),FAQ,3770,3925,3850,15-02-2024
102,Banda,Gur(Jaggery),FAQ,4525,4685,4600,14-11-2024
103,Banda,Gur(Jaggery),FAQ,3835,3980,3900,06-03-2024
104,Banda,Gur(Jaggery),FAQ,3830,3975,3900,07-02-2024
105,Banda,Gur(Jaggery),FAQ,3965,4100,4030,10-07-2024
106,Banda,Gur(Jaggery),FAQ,3950,4110,4030,13-06-2024
107,Banda,Gur(Jaggery),FAQ,3950,4100,4025,22-05-2024
108,Banda,Gur(Jaggery),FAQ,4600,4750,4680,17-09-2024
109,Banda,Gur(Jaggery),FAQ,3850,4000,3930,17-03-2024
110,Banda,Gur(Jaggery),FAQ,4550,4710,4630,28-10-2024
111,Banda,Gur(Jaggery),FAQ,3965,4120,4040,03-07-2024
112,Banda,Gur(Jaggery),FAQ,4310,4510,4410,01-01-2025
113,Banda,Gur(Jaggery),FAQ,4420,4620,4520,26-11-2024
114,Banda,Gur(Jaggery),FAQ,3830,3970,3900,17-01-2024
115,Banda,Gur(Jaggery),FAQ,3950,4150,4050,15-06-2024
116,Banda,Gur(Jaggery),FAQ,4570,4770,4670,29-09-2024
117,Banda,Gur(Jaggery),FAQ,4450,4610,4530,28-11-2024
118,Banda,Gur(Jaggery),FAQ,4540,4740,4640,12-08-2024
119,Banda,Gur(Jaggery),FAQ,4625,4780,4700,29-08-2024
120,Banda,Gur(Jaggery),FAQ,3820,3965,3890,06-02-2024
121,Banda,Gur(Jaggery),FAQ,4550,4750,4650,19-09-2024
122,Banda,Gur(Jaggery),FAQ,4350,4510,4430,03-08-2024
123,Banda,Gur(Jaggery),FAQ,3850,3990,3920,10-01-2024
124,Banda,Gur(Jaggery),FAQ,4525,4725,4625,07-09-2024
125,Banda,Gur(Jaggery),FAQ,4370,4570,4470,06-08-2024
126,Banda,Gur(Jaggery),FAQ,3960,4120,4040,15-05-2024
127,Banda,Gur(Jaggery),FAQ,3900,4050,3975,15-04-2024
128,Banda,Gur(Jaggery),FAQ,3835,3995,3910,03-04-2024
129,Banda,Gur(Jaggery),FAQ,4350,4500,4425,31-07-2024
130,Banda,Gur(Jaggery),FAQ,4325,4525,4425,24-12-2024
131,Banda,Gur(Jaggery),FAQ,3850,3990,3920,23-03-2024
132,Banda,Gur(Jaggery),FAQ,3775,3925,3850,14-02-2024
133,Banda,Gur(Jaggery),FAQ,3950,4150,4050,20-06-2024
134,Banda,Gur(Jaggery),FAQ,3930,4090,4010,18-05-2024
135,Banda,Gur(Jaggery),FAQ,3780,3920,3850,28-02-2024
136,Banda,Gur(Jaggery),FAQ,4300,4500,4400,28-12-2024
137,Banda,Gur(Jaggery),FAQ,3850,3995,3920,28-03-2024
138,Banda,Gur(Jaggery),FAQ,3950,4150,4050,08-05-2024
139,Banda,Gur(Jaggery),FAQ,4550,4750,4650,21-09-2024
140,Banda,Gur(Jaggery),FAQ,3820,3965,3890,02-03-2024
141,Banda,Gur(Jaggery),FAQ,3920,4120,4020,09-05-2024
142,Banda,Gur(Jaggery),FAQ,3810,3950,3880,11-02-2024
143,Banda,Gur(Jaggery),FAQ,4500,4660,4580,12-11-2024
144,Banda,Gur(Jaggery),FAQ,3950,4110,4025,01-07-2024
145,Banda,Gur(Jaggery),FAQ,3850,4050,3950,16-03-2024
146,Banda,Gur(Jaggery),FAQ,3850,4050,3950,08-01-2024
147,Banda,Gur(Jaggery),FAQ,4580,4725,4650,16-10-2024
148,Banda,Gur(Jaggery),FAQ,4425,4570,4500,07-08-2024
149,Banda,Gur(Jaggery),FAQ,4550,4710,4635,14-10-2024
150,Banda,Gur(Jaggery),FAQ,3830,3985,3910,15-01-2024
151,Banda,Gur(Jaggery),FAQ,4340,4490,4410,30-12-2024
152,Banda,Gur(Jaggery),FAQ,4550,4750,4650,15-08-2024
153,Banda,Gur(Jaggery),FAQ,4525,4680,4600,02-09-2024
154,Banda,Gur(Jaggery),FAQ,3840,3985,3910,21-03-2024
155,Banda,Gur(Jaggery),FAQ,4625,4785,4700,10-09-2024
156,Banda,Gur(Jaggery),FAQ,3910,4110,4010,25-06-2024
157,Banda,Gur(Jaggery),FAQ,4550,4750,4650,09-09-2024
158,Banda,Gur(Jaggery),FAQ,3910,4050,3980,24-01-2024
159,Banda,Gur(Jaggery),FAQ,4450,4595,4520,10-08-2024
160,Banda,Gur(Jaggery),FAQ,4320,4520,4420,26-12-2024
161,Banda,Gur(Jaggery),FAQ,3880,4025,3950,01-02-2024
162,Banda,Gur(Jaggery),FAQ,3920,4070,3990,31-01-2024
163,Banda,Gur(Jaggery),FAQ,3925,4125,4025,22-06-2024
164,Banda,Gur(Jaggery),FAQ,4470,4670,4570,15-12-2024
165,Banda,Gur(Jaggery),FAQ,3930,4075,4000,06-06-2024
166,Banda,Gur(Jaggery),FAQ,3830,3975,3900,01-01-2024
167,Banda,Gur(Jaggery),FAQ,4450,4650,4550,16-12-2024
168,Banda,Gur(Jaggery),FAQ,4550,4715,4630,05-10-2024
169,Banda,Gur(Jaggery),FAQ,3880,4040,3960,24-04-2024
170,Banda,Gur(Jaggery),FAQ,3925,4070,4000,25-04-2024
171,Banda,Gur(Jaggery),FAQ,3950,4100,4025,18-06-2024
172,Banda,Gur(Jaggery),FAQ,3930,4075,4000,06-05-2024
173,Banda,Gur(Jaggery),FAQ,3935,4090,4015,13-05-2024
174,Banda,Gur(Jaggery),FAQ,4580,4730,4660,09-10-2024
175,Banda,Gur(Jaggery),FAQ,3780,3925,3850,27-02-2024
176,Banda,Gur(Jaggery),FAQ,3900,4050,3975,23-04-2024
177,Banda,Gur(Jaggery),FAQ,4570,4770,4670,17-08-2024
178,Banda,Gur(Jaggery),FAQ,4350,4550,4450,04-08-2024
179,Banda,Gur(Jaggery),FAQ,3925,4070,3995,29-01-2024
180,Banda,Gur(Jaggery),FAQ,4350,4550,4450,30-07-2024
181,Banda,Gur(Jaggery),FAQ,3820,4020,3920,18-03-2024
182,Banda,Gur(Jaggery),FAQ,4625,4775,4700,12-09-2024
183,Banda,Gur(Jaggery),FAQ,3850,4010,3930,02-01-2024
184,Banda,Gur(Jaggery),FAQ,3925,4075,4000,02-05-2024
185,Banda,Gur(Jaggery),FAQ,3930,4075,4000,10-06-2024
186,Banda,Gur(Jaggery),FAQ,4550,4750,4650,30-09-2024
