Sl no.,District Name,Commodity,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
59,Bahraich,Gur(Jaggery),FAQ,3800,3900,3840,09-02-2024
60,Bahraich,Gur(Jaggery),FAQ,3900,4085,4000,18-03-2024
61,Bahraich,Gur(Jaggery),FAQ,4000,4150,4075,19-04-2024
62,Bahraich,Gur(Jaggery),FAQ,4250,4450,4340,23-12-2024
63,Bahraich,Gur(Jaggery),FAQ,4125,4280,4200,10-12-2024
64,Bahraich,Gur(Jaggery),FAQ,4200,4350,4270,13-12-2024
65,Bahraich,Gur(Jaggery),FAQ,4425,4580,4500,05-06-2024
66,Bahraich,Gur(Jaggery),FAQ,4850,5050,4960,18-11-2024
67,Bahraich,Gur(Jaggery),FAQ,4875,5050,4965,31-10-2024
68,Bahraich,Gur(Jaggery),FAQ,4550,4750,4650,08-08-2024
69,Bahraich,Gur(Jaggery),FAQ,4550,4750,4650,14-08-2024
70,Bahraich,Gur(Jaggery),FAQ,3950,4150,4050,27-04-2024
71,Bahraich,Gur(Jaggery),FAQ,4100,4250,4185,09-05-2024
72,Bahraich,Gur(Jaggery),FAQ,4300,4500,4400,26-11-2024
73,Bahraich,Gur(Jaggery),FAQ,4500,4700,4600,07-10-2024
74,Bahraich,Gur(Jaggery),FAQ,4000,4150,4075,17-04-2024
75,Bahraich,Gur(Jaggery),FAQ,3725,3880,3800,25-01-2024
76,Bahraich,Gur(Jaggery),FAQ,4700,4900,4800,29-06-2024
77,Bahraich,Gur(Jaggery),FAQ,3750,3900,3825,08-02-2024
78,Bahraich,Gur(Jaggery),FAQ,4600,4750,4680,03-09-2024
79,Bahraich,Gur(Jaggery),FAQ,3800,3950,3875,31-01-2024
80,Bahraich,Gur(Jaggery),FAQ,3800,4000,3910,06-03-2024
81,Bahraich,Gur(Jaggery),FAQ,4550,4750,4650,02-08-2024
82,Bahraich,Gur(Jaggery),FAQ,3950,4150,4065,25-04-2024
83,Bahraich,Gur(Jaggery),FAQ,4750,4950,4850,03-07-2024
84,Bahraich,Gur(Jaggery),FAQ,4800,4950,4875,04-07-2024
85,Bahraich,Gur(Jaggery),FAQ,4400,4600,4500,23-11-2024
86,Bahraich,Gur(Jaggery),FAQ,4600,4800,4700,20-07-2024
87,Bahraich,Gur(Jaggery),FAQ,4250,4450,4325,17-12-2024
88,Bahraich,Gur(Jaggery),FAQ,4550,4750,4650,04-10-2024
89,Bahraich,Gur(Jaggery),FAQ,3750,3850,3800,26-01-2024
90,Bahraich,Gur(Jaggery),FAQ,4000,4200,4100,10-04-2024
91,Bahraich,Gur(Jaggery),FAQ,4050,4200,4120,02-05-2024
92,Bahraich,Gur(Jaggery),FAQ,4280,4450,4350,25-12-2024
93,Bahraich,Gur(Jaggery),FAQ,4550,4700,4635,28-09-2024
94,Bahraich,Gur(Jaggery),FAQ,4300,4475,4385,22-05-2024
95,Bahraich,Gur(Jaggery),FAQ,4250,4400,4320,20-12-2024
96,Bahraich,Gur(Jaggery),FAQ,4550,4750,4640,01-10-2024
97,Bahraich,Gur(Jaggery),FAQ,3900,4075,3980,23-03-2024
98,Bahraich,Gur(Jaggery),FAQ,3975,4125,4050,28-03-2024
99,Bahraich,Gur(Jaggery),FAQ,4500,4700,4600,12-09-2024
100,Bahraich,Gur(Jaggery),FAQ,4570,4740,4650,09-10-2024
101,Bahraich,Gur(Jaggery),FAQ,4550,4775,4670,10-08-2024
102,Bahraich,Gur(Jaggery),FAQ,4500,4675,4585,31-07-2024
103,Bahraich,Gur(Jaggery),FAQ,3800,3900,3850,27-02-2024
104,Bahraich,Gur(Jaggery),FAQ,4700,4900,4800,18-07-2024
105,Bahraich,Gur(Jaggery),FAQ,4800,5000,4900,12-11-2024
106,Bahraich,Gur(Jaggery),FAQ,3850,4050,3950,21-03-2024
107,Bahraich,Gur(Jaggery),FAQ,4180,4315,4250,11-12-2024
108,Bahraich,Gur(Jaggery),FAQ,4400,4600,4500,03-06-2024
109,Bahraich,Gur(Jaggery),FAQ,4550,4750,4645,06-08-2024
110,Bahraich,Gur(Jaggery),FAQ,4200,4350,4285,17-05-2024
111,Bahraich,Gur(Jaggery),FAQ,4550,4700,4620,16-09-2024
112,Bahraich,Gur(Jaggery),FAQ,3700,3800,3750,05-01-2024
113,Bahraich,Gur(Jaggery),FAQ,4600,4750,4680,09-09-2024
114,Bahraich,Gur(Jaggery),FAQ,4750,4950,4865,10-07-2024
115,Bahraich,Gur(Jaggery),FAQ,4400,4550,4475,30-05-2024
116,Bahraich,Gur(Jaggery),FAQ,4750,5000,4875,06-07-2024
117,Bahraich,Gur(Jaggery),FAQ,4750,4950,4865,25-10-2024
118,Bahraich,Gur(Jaggery),FAQ,4550,4800,4645,07-08-2024
119,Bahraich,Gur(Jaggery),FAQ,3850,4050,3950,14-02-2024
120,Bahraich,Gur(Jaggery),FAQ,4300,4400,4340,28-12-2024
121,Bahraich,Gur(Jaggery),FAQ,4500,4700,4600,25-07-2024
122,Bahraich,Gur(Jaggery),FAQ,4150,4350,4240,07-12-2024
123,Bahraich,Gur(Jaggery),FAQ,3700,3850,3780,10-01-2024
124,Bahraich,Gur(Jaggery),FAQ,3800,4000,3900,04-03-2024
125,Bahraich,Gur(Jaggery),FAQ,4500,4650,4575,14-06-2024
126,Bahraich,Gur(Jaggery),FAQ,4000,4150,4075,05-04-2024
127,Bahraich,Gur(Jaggery),FAQ,3750,3900,3820,29-01-2024
128,Bahraich,Gur(Jaggery),FAQ,3940,4100,4000,13-03-2024
129,Bahraich,Gur(Jaggery),FAQ,4550,4750,4655,03-10-2024
130,Bahraich,Gur(Jaggery),FAQ,4800,4975,4890,09-11-2024
131,Bahraich,Gur(Jaggery),FAQ,3700,3900,3810,18-01-2024
132,Bahraich,Gur(Jaggery),FAQ,4800,5000,4900,05-07-2024
133,Bahraich,Gur(Jaggery),FAQ,4550,4750,4650,13-08-2024
134,Bahraich,Gur(Jaggery),FAQ,4050,4200,4115,11-05-2024
135,Bahraich,Gur(Jaggery),FAQ,4600,4900,4750,27-06-2024
136,Bahraich,Gur(Jaggery),FAQ,4600,4750,4660,20-08-2024
137,Bahraich,Gur(Jaggery),FAQ,4600,4750,4680,22-10-2024
138,Bahraich,Gur(Jaggery),FAQ,4000,4150,4080,06-04-2024
139,Bahraich,Gur(Jaggery),FAQ,4500,4700,4600,22-11-2024
140,Bahraich,Gur(Jaggery),FAQ,4550,4700,4610,13-09-2024
141,Bahraich,Gur(Jaggery),FAQ,4600,4700,4655,26-08-2024
142,Bahraich,Gur(Jaggery),FAQ,4350,4500,4420,28-05-2024
143,Bahraich,Gur(Jaggery),FAQ,4500,4675,4590,20-06-2024
144,Bahraich,Gur(Jaggery),FAQ,4700,4900,4800,19-11-2024
145,Bahraich,Gur(Jaggery),FAQ,3700,3900,3800,12-01-2024
146,Bahraich,Gur(Jaggery),FAQ,4600,4750,4675,04-09-2024
147,Bahraich,Gur(Jaggery),FAQ,4550,4700,4625,19-09-2024
148,Bahraich,Gur(Jaggery),FAQ,4525,4650,4590,19-06-2024
149,Bahraich,Gur(Jaggery),FAQ,3750,3900,3820,19-01-2024
150,Bahraich,Gur(Jaggery),FAQ,4150,4350,4265,16-05-2024
151,Bahraich,Gur(Jaggery),FAQ,4350,4550,4450,29-05-2024
152,Bahraich,Gur(Jaggery),FAQ,4500,4700,4595,29-07-2024
153,Bahraich,Gur(Jaggery),FAQ,3650,3850,3750,02-01-2024
154,Bahraich,Gur(Jaggery),FAQ,3750,3900,3820,24-01-2024
155,Bahraich,Gur(Jaggery),FAQ,4350,4500,4420,29-11-2024
156,Bahraich,Gur(Jaggery),FAQ,4900,5050,4970,04-11-2024
157,Bahraich,Gur(Jaggery),FAQ,4170,4350,4250,05-12-2024
158,Bahraich,Gur(Jaggery),FAQ,4600,4700,4655,26-09-2024
159,Bahraich,Gur(Jaggery),FAQ,4600,4750,4680,24-07-2024
160,Bahraich,Gur(Jaggery),FAQ,4750,4950,4860,11-07-2024
161,Bahraich,Gur(Jaggery),FAQ,4000,4150,4080,30-04-2024
162,Bahraich,Gur(Jaggery),FAQ,4350,4550,4440,30-11-2024
163,Bahraich,Gur(Jaggery),FAQ,3750,3975,3865,29-02-2024
164,Bahraich,Gur(Jaggery),FAQ,4500,4700,4600,05-10-2024
165,Bahraich,Gur(Jaggery),FAQ,3850,3950,3900,21-02-2024
166,Bahraich,Gur(Jaggery),FAQ,4600,4750,4680,16-10-2024
167,Bahraich,Gur(Jaggery),FAQ,3800,3950,3885,23-02-2024
168,Bahraich,Gur(Jaggery),FAQ,4600,4835,4715,23-07-2024
169,Bahraich,Gur(Jaggery),FAQ,4600,4750,4680,31-08-2024
170,Bahraich,Gur(Jaggery),FAQ,3900,4000,3950,19-02-2024
171,Bahraich,Gur(Jaggery),FAQ,3800,3965,3885,22-02-2024
172,Bahraich,Gur(Jaggery),FAQ,4275,4420,4350,27-12-2024
173,Bahraich,Gur(Jaggery),FAQ,3800,4000,3900,20-03-2024
174,Bahraich,Gur(Jaggery),FAQ,4500,4660,4585,18-06-2024
175,Bahraich,Gur(Jaggery),FAQ,3800,3925,3860,28-02-2024
176,Bahraich,Gur(Jaggery),FAQ,4600,4750,4675,30-08-2024
177,Bahraich,Gur(Jaggery),FAQ,4180,4350,4250,06-12-2024
178,Bahraich,Gur(Jaggery),FAQ,4200,4350,4275,12-12-2024
179,Bahraich,Gur(Jaggery),FAQ,4500,4675,4590,26-07-2024
180,Bahraich,Gur(Jaggery),FAQ,4500,4675,4590,17-06-2024
181,Bahraich,Gur(Jaggery),FAQ,4700,4850,4775,28-06-2024
182,Bahraich,Gur(Jaggery),FAQ,4700,4900,4800,01-07-2024
183,Bahraich,Gur(Jaggery),FAQ,4000,4125,4060,03-04-2024
184,Bahraich,Gur(Jaggery),FAQ,4500,4700,4600,21-06-2024
185,Bahraich,Gur(Jaggery),FAQ,4000,4150,4065,02-04-2024
186,Bahraich,Gur(Jaggery),FAQ,3700,3950,3850,13-02-2024
187,Bahraich,Gur(Jaggery),FAQ,4800,5000,4900,11-11-2024
188,Bahraich,Gur(Jaggery),FAQ,4400,4600,4500,10-06-2024
189,Bahraich,Gur(Jaggery),FAQ,4550,4750,4650,24-08-2024
190,Bahraich,Gur(Jaggery),FAQ,4800,5050,4925,29-10-2024
191,Bahraich,Gur(Jaggery),FAQ,4000,4100,4055,01-04-2024
192,Bahraich,Gur(Jaggery),FAQ,4550,4750,4640,10-10-2024
193,Bahraich,Gur(Jaggery),FAQ,4400,4550,4480,12-06-2024
194,Bahraich,Gur(Jaggery),FAQ,3925,4080,4000,16-02-2024
195,Bahraich,Gur(Jaggery),FAQ,4150,4350,4250,14-05-2024
196,Bahraich,Gur(Jaggery),FAQ,3800,3950,3875,01-03-2024
197,Bahraich,Gur(Jaggery),FAQ,3675,3850,3760,03-01-2024
198,Bahraich,Gur(Jaggery),FAQ,4400,4580,4500,25-11-2024
199,Bahraich,Gur(Jaggery),FAQ,4450,4650,4550,13-06-2024
200,Bahraich,Gur(Jaggery),FAQ,3950,4050,4000,17-02-2024
201,Bahraich,Gur(Jaggery),FAQ,4550,4700,4625,17-09-2024
202,Bahraich,Gur(Jaggery),FAQ,4300,4400,4340,16-12-2024
203,Bahraich,Gur(Jaggery),FAQ,3800,3950,3875,24-02-2024
204,Bahraich,Gur(Jaggery),FAQ,4700,4950,4820,16-07-2024
205,Bahraich,Gur(Jaggery),FAQ,3800,4000,3880,26-02-2024
206,Bahraich,Gur(Jaggery),FAQ,4840,5000,4915,13-11-2024
207,Bahraich,Gur(Jaggery),FAQ,4400,4550,4475,07-06-2024
208,Bahraich,Gur(Jaggery),FAQ,4600,4725,4665,24-09-2024
209,Bahraich,Gur(Jaggery),FAQ,3825,4000,3910,11-03-2024
210,Bahraich,Gur(Jaggery),FAQ,4550,4700,4615,14-09-2024
211,Bahraich,Gur(Jaggery),FAQ,4550,4750,4655,12-08-2024
212,Bahraich,Gur(Jaggery),FAQ,4000,4150,4065,29-03-2024
213,Bahraich,Gur(Jaggery),FAQ,4580,4750,4660,21-10-2024
214,Bahraich,Gur(Jaggery),FAQ,3800,3975,3885,07-03-2024
215,Bahraich,Gur(Jaggery),FAQ,4250,4435,4350,24-12-2024
216,Bahraich,Gur(Jaggery),FAQ,3975,4120,4050,24-04-2024
217,Bahraich,Gur(Jaggery),FAQ,4550,4750,4650,27-08-2024
218,Bahraich,Gur(Jaggery),FAQ,4600,4700,4650,25-09-2024
219,Bahraich,Gur(Jaggery),FAQ,4550,4750,4650,21-09-2024
220,Bahraich,Gur(Jaggery),FAQ,3650,3850,3760,01-01-2024
221,Bahraich,Gur(Jaggery),FAQ,4350,4475,4420,27-11-2024
222,Bahraich,Gur(Jaggery),FAQ,4300,4500,4400,27-05-2024
223,Bahraich,Gur(Jaggery),FAQ,4850,5050,4950,02-11-2024
224,Bahraich,Gur(Jaggery),FAQ,4300,4475,4390,24-05-2024
225,Bahraich,Gur(Jaggery),FAQ,4350,4450,4400,28-11-2024
226,Bahraich,Gur(Jaggery),FAQ,3700,3840,3765,09-01-2024
227,Bahraich,Gur(Jaggery),FAQ,4300,4450,4375,21-05-2024
228,Bahraich,Gur(Jaggery),FAQ,4000,4150,4075,08-04-2024
229,Bahraich,Gur(Jaggery),FAQ,4625,4800,4710,22-07-2024
230,Bahraich,Gur(Jaggery),FAQ,4000,4150,4080,04-04-2024
231,Bahraich,Gur(Jaggery),FAQ,3900,4050,3975,12-03-2024
232,Bahraich,Gur(Jaggery),FAQ,4000,4150,4085,20-04-2024
233,Bahraich,Gur(Jaggery),FAQ,3850,4050,3960,15-02-2024
234,Bahraich,Gur(Jaggery),FAQ,4100,4300,4200,04-12-2024
235,Bahraich,Gur(Jaggery),FAQ,3700,3875,3780,08-01-2024
236,Bahraich,Gur(Jaggery),FAQ,4700,4950,4820,17-07-2024
237,Bahraich,Gur(Jaggery),FAQ,4400,4600,4500,08-06-2024
238,Bahraich,Gur(Jaggery),FAQ,4550,4750,4650,05-08-2024
239,Bahraich,Gur(Jaggery),FAQ,4200,4400,4300,03-12-2024
240,Bahraich,Gur(Jaggery),FAQ,4000,4150,4075,29-04-2024
241,Bahraich,Gur(Jaggery),FAQ,4500,4700,4600,21-11-2024
242,Bahraich,Gur(Jaggery),FAQ,4000,4175,4090,13-04-2024
243,Bahraich,Gur(Jaggery),FAQ,4570,4720,4650,24-06-2024
244,Bahraich,Gur(Jaggery),FAQ,4400,4575,4490,06-06-2024
245,Bahraich,Gur(Jaggery),FAQ,3950,4100,4020,15-03-2024
246,Bahraich,Gur(Jaggery),FAQ,4700,4900,4815,19-07-2024
247,Bahraich,Gur(Jaggery),FAQ,4250,4400,4315,19-12-2024
248,Bahraich,Gur(Jaggery),FAQ,4600,4750,4685,05-09-2024
249,Bahraich,Gur(Jaggery),FAQ,4570,4750,4650,08-10-2024
250,Bahraich,Gur(Jaggery),FAQ,4600,4750,4675,11-09-2024
251,Bahraich,Gur(Jaggery),FAQ,3930,4100,4000,19-03-2024
252,Bahraich,Gur(Jaggery),FAQ,4270,4450,4350,26-12-2024
253,Bahraich,Gur(Jaggery),FAQ,4600,4750,4675,23-09-2024
254,Bahraich,Gur(Jaggery),FAQ,3950,4150,4050,30-03-2024
255,Bahraich,Gur(Jaggery),FAQ,3900,4150,4015,14-03-2024
256,Bahraich,Gur(Jaggery),FAQ,3900,4100,4010,27-03-2024
257,Bahraich,Gur(Jaggery),FAQ,3825,4000,3915,05-03-2024
258,Bahraich,Gur(Jaggery),FAQ,4000,4150,4070,22-04-2024
259,Bahraich,Gur(Jaggery),FAQ,4600,4800,4675,23-10-2024
260,Bahraich,Gur(Jaggery),FAQ,3700,3925,3820,16-01-2024
261,Bahraich,Gur(Jaggery),FAQ,3650,3850,3775,06-01-2024
262,Bahraich,Gur(Jaggery),FAQ,4000,4200,4100,09-04-2024
263,Bahraich,Gur(Jaggery),FAQ,4100,4300,4200,10-05-2024
264,Bahraich,Gur(Jaggery),FAQ,4800,5000,4900,26-10-2024
265,Bahraich,Gur(Jaggery),FAQ,4600,4750,4680,20-09-2024
266,Bahraich,Gur(Jaggery),FAQ,4175,4325,4250,09-12-2024
267,Bahraich,Gur(Jaggery),FAQ,4050,4200,4125,03-05-2024
268,Bahraich,Gur(Jaggery),FAQ,3750,3900,3815,20-01-2024
269,Bahraich,Gur(Jaggery),FAQ,4000,4200,4100,11-04-2024
270,Bahraich,Gur(Jaggery),FAQ,4000,4180,4095,15-04-2024
271,Bahraich,Gur(Jaggery),FAQ,4600,4750,4680,06-09-2024
272,Bahraich,Gur(Jaggery),FAQ,4250,4450,4350,18-05-2024
273,Bahraich,Gur(Jaggery),FAQ,4600,4750,4675,29-08-2024
274,Bahraich,Gur(Jaggery),FAQ,4550,4750,4640,18-09-2024
275,Bahraich,Gur(Jaggery),FAQ,4000,4125,4065,23-04-2024
276,Bahraich,Gur(Jaggery),FAQ,4600,4725,4660,19-08-2024
277,Bahraich,Gur(Jaggery),FAQ,4600,4750,4675,17-10-2024
278,Bahraich,Gur(Jaggery),FAQ,3900,4100,4000,16-03-2024
279,Bahraich,Gur(Jaggery),FAQ,4550,4750,4665,28-08-2024
280,Bahraich,Gur(Jaggery),FAQ,4600,4750,4675,09-08-2024
281,Bahraich,Gur(Jaggery),FAQ,4300,4450,4380,31-12-2024
282,Bahraich,Gur(Jaggery),FAQ,3750,3900,3815,02-02-2024
283,Bahraich,Gur(Jaggery),FAQ,4500,4670,4580,30-07-2024
284,Bahraich,Gur(Jaggery),FAQ,4850,5000,4925,15-11-2024
285,Bahraich,Gur(Jaggery),FAQ,3700,3900,3810,22-01-2024
286,Bahraich,Gur(Jaggery),FAQ,3900,4100,4000,26-03-2024
287,Bahraich,Gur(Jaggery),FAQ,4100,4200,4140,06-05-2024
288,Bahraich,Gur(Jaggery),FAQ,4500,4675,4580,15-06-2024
289,Bahraich,Gur(Jaggery),FAQ,4550,4750,4650,16-08-2024
290,Bahraich,Gur(Jaggery),FAQ,3750,3900,3825,23-01-2024
291,Bahraich,Gur(Jaggery),FAQ,3750,3950,3825,10-02-2024
292,Bahraich,Gur(Jaggery),FAQ,4550,4750,4650,30-09-2024
