Sl no.,Centre Name,,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
39,Burhanpur,,Jowar(Sorghum),1950,2188,2100,22-05-2024
40,Burhanpur,,Jowar(Sorghum),1953,2027,2027,03-12-2024
41,Burhanpur,,Jowar(Sorghum),1961,2222,2222,21-11-2024
42,Burhanpur,,Jowar(Sorghum),1966,1966,1966,01-05-2024
43,Burhanpur,,Jowar(Sorghum),1972,2100,2100,14-05-2024
44,Burhanpur,,Jowar(Sorghum),1977,1977,1977,25-04-2024
45,Burhanpur,,Jowar(Sorghum),2000,2039,2039,27-11-2024
46,Burhanpur,,Jowar(Sorghum),2000,2171,2171,11-06-2024
47,Burhanpur,,Jowar(Sorghum),2000,2385,2000,02-04-2024
48,Burhanpur,,Jowar(Sorghum),2006,2213,2213,26-06-2024
49,Burhanpur,,Jowar(Sorghum),2010,2010,2010,27-12-2024
50,Burhanpur,,Jowar(Sorghum),2021,2021,2021,04-12-2024
51,Burhanpur,,Jowar(Sorghum),2045,2045,2045,10-10-2024
52,Burhanpur,,Jowar(Sorghum),2045,2075,2075,22-04-2024
53,Burhanpur,,Jowar(Sorghum),2069,2069,2069,06-12-2024
54,Burhanpur,,Jowar(Sorghum),2069,2215,2215,03-06-2024
55,Burhanpur,,Jowar(Sorghum),2070,2197,2197,21-05-2024
56,Burhanpur,,Jowar(Sorghum),2079,2165,2165,02-12-2024
57,Burhanpur,,Jowar(Sorghum),2100,2150,2100,17-05-2024
58,Burhanpur,,Jowar(Sorghum),2101,2101,2101,16-04-2024
59,Burhanpur,,Jowar(Sorghum),2111,2200,2200,20-05-2024
60,Burhanpur,,Jowar(Sorghum),2112,2162,2162,12-06-2024
61,Burhanpur,,Jowar(Sorghum),2115,2211,2211,27-05-2024
62,Burhanpur,,Jowar(Sorghum),2125,2200,2200,14-06-2024
63,Burhanpur,,Jowar(Sorghum),2131,2131,2131,19-11-2024
64,Burhanpur,,Jowar(Sorghum),2135,2170,2170,31-05-2024
65,Burhanpur,,Jowar(Sorghum),2135,2195,2195,04-06-2024
66,Burhanpur,,Jowar(Sorghum),2141,2170,2170,24-05-2024
67,Burhanpur,,Jowar(Sorghum),2150,2150,2150,13-12-2024
68,Burhanpur,,Jowar(Sorghum),2150,2150,2150,27-03-2024
69,Burhanpur,,Jowar(Sorghum),2150,2181,2181,07-06-2024
70,Burhanpur,,Jowar(Sorghum),2150,2206,2206,25-06-2024
71,Burhanpur,,Jowar(Sorghum),2151,2197,2197,05-04-2024
72,Burhanpur,,Jowar(Sorghum),2151,2225,2225,06-08-2024
73,Burhanpur,,Jowar(Sorghum),2151,2296,2296,05-08-2024
74,Burhanpur,,Jowar(Sorghum),2153,2257,2257,27-06-2024
75,Burhanpur,,Jowar(Sorghum),2161,2179,2165,06-06-2024
76,Burhanpur,,Jowar(Sorghum),2163,2171,2171,10-06-2024
77,Burhanpur,,Jowar(Sorghum),2166,2401,2401,02-07-2024
78,Burhanpur,,Jowar(Sorghum),2170,2175,2175,29-05-2024
79,Burhanpur,,Jowar(Sorghum),2181,2301,2301,23-09-2024
80,Burhanpur,,Jowar(Sorghum),2182,2184,2184,20-06-2024
81,Burhanpur,,Jowar(Sorghum),2199,2218,2218,28-06-2024
82,Burhanpur,,Jowar(Sorghum),2200,2200,2200,01-03-2024
83,Burhanpur,,Jowar(Sorghum),2204,2204,2204,24-06-2024
84,Burhanpur,,Jowar(Sorghum),2224,2267,2259,04-07-2024
85,Burhanpur,,Jowar(Sorghum),2233,2280,2280,01-04-2024
86,Burhanpur,,Jowar(Sorghum),2240,2265,2265,01-07-2024
87,Burhanpur,,Jowar(Sorghum),2245,2245,2245,03-04-2024
88,Burhanpur,,Jowar(Sorghum),2249,2261,2261,05-07-2024
89,Burhanpur,,Jowar(Sorghum),2250,2291,2291,25-09-2024
90,Burhanpur,,Jowar(Sorghum),2250,2379,2379,11-03-2024
91,Burhanpur,,Jowar(Sorghum),2270,2270,2270,08-04-2024
92,Burhanpur,,Jowar(Sorghum),2273,2273,2273,03-07-2024
93,Burhanpur,,Jowar(Sorghum),2281,2350,2300,22-08-2024
94,Burhanpur,,Jowar(Sorghum),2295,2295,2295,13-03-2024
95,Burhanpur,,Jowar(Sorghum),2295,2301,2301,08-07-2024
96,Burhanpur,,Jowar(Sorghum),2300,2300,2300,14-08-2024
97,Burhanpur,,Jowar(Sorghum),2300,2300,2300,20-09-2024
98,Burhanpur,,Jowar(Sorghum),2300,2311,2311,17-09-2024
99,Burhanpur,,Jowar(Sorghum),2300,2325,2325,21-08-2024
100,Burhanpur,,Jowar(Sorghum),2301,2307,2301,15-07-2024
101,Burhanpur,,Jowar(Sorghum),2306,2311,2311,09-09-2024
102,Burhanpur,,Jowar(Sorghum),2311,2311,2311,30-07-2024
103,Burhanpur,,Jowar(Sorghum),2315,2315,2315,28-03-2024
104,Burhanpur,,Jowar(Sorghum),2320,2449,2449,18-03-2024
105,Burhanpur,,Jowar(Sorghum),2323,2323,2323,13-08-2024
106,Burhanpur,,Jowar(Sorghum),2350,2350,2350,11-09-2024
107,Burhanpur,,Jowar(Sorghum),2350,2350,2350,22-09-2024
108,Burhanpur,,Jowar(Sorghum),2350,2355,2355,14-09-2024
