Sl no.,District Name,Commodity,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
365,Mandya,Gur(Jaggery),FAQ,3400,3900,3700,06-06-2024
366,Mandya,Gur(Jaggery),FAQ,3400,3900,3700,08-10-2024
367,Mandya,Gur(Jaggery),FAQ,3400,3900,3700,16-05-2024
368,Mandya,Gur(Jaggery),FAQ,3400,3900,3700,24-09-2024
369,Mandya,Gur(Jaggery),FAQ,3400,3900,3700,25-09-2024
370,Mandya,Gur(Jaggery),FAQ,3400,3900,3700,26-10-2024
371,Mandya,Gur(Jaggery),FAQ,3400,3900,3700,26-09-2024
372,Mandya,Gur(Jaggery),FAQ,3400,3900,3700,30-09-2024
373,Mandya,Gur(Jaggery),FAQ,3400,3900,3720,17-08-2024
374,Mandya,Gur(Jaggery),FAQ,3400,3900,3750,11-11-2024
375,Mandya,Gur(Jaggery),FAQ,3400,3950,3630,19-07-2024
376,Mandya,Gur(Jaggery),FAQ,3400,3950,3640,14-10-2024
377,Mandya,Gur(Jaggery),FAQ,3400,3950,3650,10-10-2024
378,Mandya,Gur(Jaggery),FAQ,3400,3950,3700,18-04-2024
379,Mandya,Gur(Jaggery),FAQ,3400,3950,3700,30-10-2024
380,Mandya,Gur(Jaggery),FAQ,3400,4000,3640,22-07-2024
381,Mandya,Gur(Jaggery),FAQ,3400,4000,3650,23-07-2024
382,Mandya,Gur(Jaggery),FAQ,3400,4000,3680,24-07-2024
383,Mandya,Gur(Jaggery),FAQ,3400,4000,3700,01-07-2024
384,Mandya,Gur(Jaggery),FAQ,3400,4000,3700,02-08-2024
385,Mandya,Gur(Jaggery),FAQ,3400,4000,3700,03-09-2024
386,Mandya,Gur(Jaggery),FAQ,3400,4000,3700,04-07-2024
387,Mandya,Gur(Jaggery),FAQ,3400,4000,3700,10-08-2024
388,Mandya,Gur(Jaggery),FAQ,3400,4000,3700,13-07-2024
389,Mandya,Gur(Jaggery),FAQ,3400,4000,3700,17-09-2024
390,Mandya,Gur(Jaggery),FAQ,3400,4000,3700,19-08-2024
391,Mandya,Gur(Jaggery),FAQ,3400,4000,3700,25-06-2024
392,Mandya,Gur(Jaggery),FAQ,3400,4000,3700,26-07-2024
393,Mandya,Gur(Jaggery),FAQ,3400,4000,3700,29-07-2024
394,Mandya,Gur(Jaggery),FAQ,3400,4000,3700,31-07-2024
395,Mandya,Gur(Jaggery),FAQ,3400,4000,3720,18-09-2024
396,Mandya,Gur(Jaggery),FAQ,3400,4000,3730,03-08-2024
397,Mandya,Gur(Jaggery),FAQ,3400,4000,3730,13-08-2024
398,Mandya,Gur(Jaggery),FAQ,3400,4000,3750,01-08-2024
399,Mandya,Gur(Jaggery),FAQ,3400,4000,3750,05-07-2024
400,Mandya,Gur(Jaggery),FAQ,3400,4000,3750,05-09-2024
401,Mandya,Gur(Jaggery),FAQ,3400,4000,3750,06-09-2024
402,Mandya,Gur(Jaggery),FAQ,3400,4000,3750,09-05-2024
403,Mandya,Gur(Jaggery),FAQ,3400,4000,3750,12-06-2024
404,Mandya,Gur(Jaggery),FAQ,3400,4000,3750,27-06-2024
405,Mandya,Gur(Jaggery),FAQ,3400,4000,3750,29-06-2024
406,Mandya,Gur(Jaggery),FAQ,3400,4000,3760,23-08-2024
407,Mandya,Gur(Jaggery),FAQ,3400,4000,3770,21-06-2024
408,Mandya,Gur(Jaggery),FAQ,3400,4000,3780,18-06-2024
409,Mandya,Gur(Jaggery),FAQ,3400,4000,3780,21-08-2024
410,Mandya,Gur(Jaggery),FAQ,3400,4000,3780,27-08-2024
411,Mandya,Gur(Jaggery),FAQ,3400,4000,3800,13-06-2024
412,Mandya,Gur(Jaggery),FAQ,3400,4000,3800,15-06-2024
413,Mandya,Gur(Jaggery),FAQ,3400,4000,3800,16-08-2024
414,Mandya,Gur(Jaggery),FAQ,3400,4000,3800,19-06-2024
415,Mandya,Gur(Jaggery),FAQ,3400,4000,3800,20-08-2024
416,Mandya,Gur(Jaggery),FAQ,3400,4000,3800,29-08-2024
417,Mandya,Gur(Jaggery),FAQ,3420,3780,3600,01-02-2024
418,Mandya,Gur(Jaggery),FAQ,3440,4125,3950,22-06-2024
419,Mandya,Gur(Jaggery),FAQ,3500,3800,3650,03-06-2024
420,Mandya,Gur(Jaggery),FAQ,3500,3800,3700,04-05-2024
421,Mandya,Gur(Jaggery),FAQ,3500,3850,3700,29-05-2024
422,Mandya,Gur(Jaggery),FAQ,3500,3850,3750,25-05-2024
423,Mandya,Gur(Jaggery),FAQ,3500,3850,3750,27-05-2024
424,Mandya,Gur(Jaggery),FAQ,3500,3900,3700,18-10-2024
425,Mandya,Gur(Jaggery),FAQ,3500,3900,3700,19-10-2024
426,Mandya,Gur(Jaggery),FAQ,3500,3900,3700,28-09-2024
427,Mandya,Gur(Jaggery),FAQ,3500,3900,3730,25-10-2024
428,Mandya,Gur(Jaggery),FAQ,3500,3900,3750,05-06-2024
429,Mandya,Gur(Jaggery),FAQ,3500,3900,3750,10-09-2024
430,Mandya,Gur(Jaggery),FAQ,3500,3900,3750,22-04-2024
431,Mandya,Gur(Jaggery),FAQ,3500,3900,3750,24-05-2024
432,Mandya,Gur(Jaggery),FAQ,3500,3900,3800,06-05-2024
433,Mandya,Gur(Jaggery),FAQ,3500,3900,3800,07-05-2024
434,Mandya,Gur(Jaggery),FAQ,3500,4000,3760,02-09-2024
435,Mandya,Gur(Jaggery),FAQ,3500,4000,3800,04-09-2024
436,Mandya,Gur(Jaggery),FAQ,3500,4000,3800,08-06-2024
437,Mandya,Gur(Jaggery),FAQ,3500,4000,3800,09-09-2024
438,Mandya,Gur(Jaggery),FAQ,3500,4000,3800,11-09-2024
439,Mandya,Gur(Jaggery),FAQ,3500,4000,3800,13-09-2024
440,Mandya,Gur(Jaggery),FAQ,3500,4000,3800,14-09-2024
441,Mandya,Gur(Jaggery),FAQ,3500,4000,3800,22-08-2024
442,Mandya,Gur(Jaggery),FAQ,3500,4000,3800,23-05-2024
443,Mandya,Gur(Jaggery),FAQ,3500,4000,3800,26-08-2024
444,Mandya,Gur(Jaggery),FAQ,3500,4000,3800,28-08-2024
445,Mandya,Gur(Jaggery),FAQ,3500,4000,3800,30-08-2024
446,Mandya,Gur(Jaggery),FAQ,3500,4000,3800,31-08-2024
447,Mandya,Gur(Jaggery),FAQ,3500,4000,3800,31-05-2024
448,Mandya,Gur(Jaggery),FAQ,3500,4000,3810,14-06-2024
449,Mandya,Gur(Jaggery),FAQ,3550,4000,3800,12-09-2024
450,Mandya,Gur(Jaggery),FAQ,3550,4000,3800,30-05-2024
451,Mandya,Gur(Jaggery),FAQ,3600,3900,3800,03-05-2024
452,Mandya,Gur(Jaggery),FAQ,3600,3900,3800,27-04-2024
453,Mandya,Gur(Jaggery),FAQ,3600,3900,3800,29-04-2024
454,Mandya,Gur(Jaggery),FAQ,3600,3900,3800,30-04-2024
455,Mandya,Gur(Jaggery),FAQ,3600,4000,3800,04-06-2024
456,Mandya,Gur(Jaggery),FAQ,3600,4000,3800,08-05-2024
457,Mandya,Gur(Jaggery),FAQ,3600,4000,3800,24-04-2024
458,Mandya,Gur(Jaggery),FAQ,3600,4000,3850,23-04-2024
459,Mandya,Gur(Jaggery),FAQ,3700,4100,3900,02-05-2024
460,Mandya,Gur(Jaggery),FAQ,370,4490,4100,31-05-2024
461,Mandya,Gur(Jaggery),FAQ,3000,4020,3650,15-05-2024
462,Mandya,Gur(Jaggery),FAQ,3000,4250,3800,01-06-2024
463,Mandya,Gur(Jaggery),FAQ,3000,4250,3800,22-05-2024
464,Mandya,Gur(Jaggery),FAQ,3120,3720,3550,07-02-2024
465,Mandya,Gur(Jaggery),FAQ,3200,3500,3300,27-04-2024
466,Mandya,Gur(Jaggery),FAQ,3200,3500,3380,19-03-2024
467,Mandya,Gur(Jaggery),FAQ,3200,3650,3400,29-04-2024
468,Mandya,Gur(Jaggery),FAQ,3200,4100,3800,03-07-2024
469,Mandya,Gur(Jaggery),FAQ,3200,4110,3900,19-04-2024
470,Mandya,Gur(Jaggery),FAQ,3200,4295,4100,11-06-2024
471,Mandya,Gur(Jaggery),FAQ,3200,4540,4150,27-05-2024
472,Mandya,Gur(Jaggery),FAQ,3250,3660,3450,07-05-2024
473,Mandya,Gur(Jaggery),FAQ,3250,3900,3600,20-07-2024
474,Mandya,Gur(Jaggery),FAQ,3300,3500,3430,21-03-2024
475,Mandya,Gur(Jaggery),FAQ,3300,3520,3450,07-03-2024
476,Mandya,Gur(Jaggery),FAQ,3300,3520,3450,27-03-2024
477,Mandya,Gur(Jaggery),FAQ,3300,3520,3450,28-03-2024
478,Mandya,Gur(Jaggery),FAQ,3300,3520,3450,30-03-2024
479,Mandya,Gur(Jaggery),FAQ,3300,3530,3400,05-03-2024
480,Mandya,Gur(Jaggery),FAQ,3300,3530,3400,20-03-2024
481,Mandya,Gur(Jaggery),FAQ,3300,3550,3400,26-02-2024
482,Mandya,Gur(Jaggery),FAQ,3300,3550,3450,06-03-2024
483,Mandya,Gur(Jaggery),FAQ,3300,3600,3500,09-03-2024
484,Mandya,Gur(Jaggery),FAQ,3300,3630,3450,26-03-2024
485,Mandya,Gur(Jaggery),FAQ,3300,3630,3520,11-03-2024
486,Mandya,Gur(Jaggery),FAQ,3300,3640,3500,05-02-2024
487,Mandya,Gur(Jaggery),FAQ,3300,3650,3450,01-04-2024
488,Mandya,Gur(Jaggery),FAQ,3300,3660,3500,01-03-2024
489,Mandya,Gur(Jaggery),FAQ,3300,3680,3450,02-04-2024
490,Mandya,Gur(Jaggery),FAQ,3300,3680,3500,20-11-2024
491,Mandya,Gur(Jaggery),FAQ,3300,3680,3520,27-02-2024
492,Mandya,Gur(Jaggery),FAQ,3300,3700,3400,03-05-2024
493,Mandya,Gur(Jaggery),FAQ,3300,3700,3500,22-03-2024
494,Mandya,Gur(Jaggery),FAQ,3300,3700,3500,23-03-2024
495,Mandya,Gur(Jaggery),FAQ,3300,3700,3600,23-02-2024
496,Mandya,Gur(Jaggery),FAQ,3300,3710,3500,04-04-2024
497,Mandya,Gur(Jaggery),FAQ,3300,3720,3600,24-02-2024
498,Mandya,Gur(Jaggery),FAQ,3300,3730,3620,22-02-2024
499,Mandya,Gur(Jaggery),FAQ,3300,3800,3600,05-04-2024
500,Mandya,Gur(Jaggery),FAQ,3300,3800,3600,06-04-2024
501,Mandya,Gur(Jaggery),FAQ,3300,3800,3650,24-04-2024
502,Mandya,Gur(Jaggery),FAQ,3300,3830,3600,10-07-2024
503,Mandya,Gur(Jaggery),FAQ,3300,3870,3650,08-07-2024
504,Mandya,Gur(Jaggery),FAQ,3300,3880,3630,16-07-2024
505,Mandya,Gur(Jaggery),FAQ,3300,3900,3650,15-07-2024
506,Mandya,Gur(Jaggery),FAQ,3300,3900,3700,22-06-2024
507,Mandya,Gur(Jaggery),FAQ,3300,3950,3650,18-07-2024
508,Mandya,Gur(Jaggery),FAQ,3300,4000,3850,20-06-2024
509,Mandya,Gur(Jaggery),FAQ,3300,4080,3750,24-06-2024
510,Mandya,Gur(Jaggery),FAQ,3300,4150,3900,06-06-2024
511,Mandya,Gur(Jaggery),FAQ,3300,4180,3800,04-05-2024
512,Mandya,Gur(Jaggery),FAQ,3300,4195,3650,11-05-2024
513,Mandya,Gur(Jaggery),FAQ,3300,4225,3700,09-05-2024
514,Mandya,Gur(Jaggery),FAQ,3300,4260,3900,04-06-2024
515,Mandya,Gur(Jaggery),FAQ,3300,4300,3800,17-05-2024
516,Mandya,Gur(Jaggery),FAQ,3310,3580,3450,12-03-2024
517,Mandya,Gur(Jaggery),FAQ,3340,3590,3500,16-03-2024
518,Mandya,Gur(Jaggery),FAQ,3350,3530,3420,30-04-2024
519,Mandya,Gur(Jaggery),FAQ,3350,3620,3500,09-02-2024
520,Mandya,Gur(Jaggery),FAQ,3350,3620,3500,12-02-2024
521,Mandya,Gur(Jaggery),FAQ,3350,3620,3500,20-02-2024
522,Mandya,Gur(Jaggery),FAQ,3350,3630,3480,25-03-2024
523,Mandya,Gur(Jaggery),FAQ,3350,3630,3550,15-03-2024
524,Mandya,Gur(Jaggery),FAQ,3350,3640,3500,28-02-2024
525,Mandya,Gur(Jaggery),FAQ,3350,3640,3520,29-02-2024
526,Mandya,Gur(Jaggery),FAQ,3350,3650,3500,13-02-2024
527,Mandya,Gur(Jaggery),FAQ,3350,3720,3580,08-02-2024
528,Mandya,Gur(Jaggery),FAQ,3350,3720,3600,24-01-2024
529,Mandya,Gur(Jaggery),FAQ,3350,3760,3500,13-03-2024
530,Mandya,Gur(Jaggery),FAQ,3350,3770,3600,21-02-2024
531,Mandya,Gur(Jaggery),FAQ,3350,3800,3650,15-02-2024
532,Mandya,Gur(Jaggery),FAQ,3350,3830,3600,18-03-2024
533,Mandya,Gur(Jaggery),FAQ,3350,3880,3650,25-11-2024
534,Mandya,Gur(Jaggery),FAQ,3350,3980,3680,12-07-2024
535,Mandya,Gur(Jaggery),FAQ,3350,4000,3780,28-06-2024
536,Mandya,Gur(Jaggery),FAQ,3350,4070,3750,26-07-2024
537,Mandya,Gur(Jaggery),FAQ,3350,4100,3900,18-04-2024
538,Mandya,Gur(Jaggery),FAQ,3350,4240,4100,18-06-2024
539,Mandya,Gur(Jaggery),FAQ,3350,4450,4150,13-06-2024
540,Mandya,Gur(Jaggery),FAQ,3360,3780,3650,19-02-2024
541,Mandya,Gur(Jaggery),FAQ,3380,3640,3500,04-10-2024
542,Mandya,Gur(Jaggery),FAQ,3400,3600,3450,03-04-2024
543,Mandya,Gur(Jaggery),FAQ,3400,3680,3550,10-02-2024
544,Mandya,Gur(Jaggery),FAQ,3400,3680,3600,16-11-2024
545,Mandya,Gur(Jaggery),FAQ,3400,3690,3580,04-03-2024
546,Mandya,Gur(Jaggery),FAQ,3400,3700,3550,08-04-2024
547,Mandya,Gur(Jaggery),FAQ,3400,3730,3600,08-11-2024
548,Mandya,Gur(Jaggery),FAQ,3400,3740,3600,03-02-2024
549,Mandya,Gur(Jaggery),FAQ,3400,3740,3600,06-11-2024
550,Mandya,Gur(Jaggery),FAQ,3400,3740,3600,12-11-2024
551,Mandya,Gur(Jaggery),FAQ,3400,3750,3600,06-02-2024
552,Mandya,Gur(Jaggery),FAQ,3400,3750,3600,24-09-2024
553,Mandya,Gur(Jaggery),FAQ,3400,3750,3600,30-01-2024
554,Mandya,Gur(Jaggery),FAQ,3400,3750,3620,05-10-2024
555,Mandya,Gur(Jaggery),FAQ,3400,3750,3620,14-02-2024
556,Mandya,Gur(Jaggery),FAQ,3400,3750,3650,05-01-2024
557,Mandya,Gur(Jaggery),FAQ,3400,3760,3600,03-12-2024
558,Mandya,Gur(Jaggery),FAQ,3400,3770,3600,16-02-2024
559,Mandya,Gur(Jaggery),FAQ,3400,3780,3600,19-11-2024
560,Mandya,Gur(Jaggery),FAQ,3400,3790,3620,31-01-2024
561,Mandya,Gur(Jaggery),FAQ,3400,3790,3650,03-10-2024
562,Mandya,Gur(Jaggery),FAQ,3400,3800,3600,14-03-2024
563,Mandya,Gur(Jaggery),FAQ,3400,3800,3700,13-01-2024
564,Mandya,Gur(Jaggery),FAQ,3400,3820,3600,03-01-2024
565,Mandya,Gur(Jaggery),FAQ,3400,3820,3680,11-01-2024
566,Mandya,Gur(Jaggery),FAQ,3400,3820,3700,07-10-2024
567,Mandya,Gur(Jaggery),FAQ,3400,3830,3650,15-10-2024
568,Mandya,Gur(Jaggery),FAQ,3400,3850,3630,11-07-2024
569,Mandya,Gur(Jaggery),FAQ,3400,3850,3700,02-03-2024
570,Mandya,Gur(Jaggery),FAQ,3400,3850,3700,05-11-2024
571,Mandya,Gur(Jaggery),FAQ,3400,3870,3650,09-01-2024
572,Mandya,Gur(Jaggery),FAQ,3400,3870,3680,14-11-2024
573,Mandya,Gur(Jaggery),FAQ,3400,3890,3620,22-07-2024
574,Mandya,Gur(Jaggery),FAQ,3400,3900,3750,13-07-2024
575,Mandya,Gur(Jaggery),FAQ,3400,3930,3750,06-07-2024
576,Mandya,Gur(Jaggery),FAQ,3400,3930,3750,23-10-2024
577,Mandya,Gur(Jaggery),FAQ,3400,3960,3700,23-07-2024
578,Mandya,Gur(Jaggery),FAQ,3400,3960,3720,27-07-2024
579,Mandya,Gur(Jaggery),FAQ,3400,4000,3720,24-07-2024
580,Mandya,Gur(Jaggery),FAQ,3400,4020,3900,31-08-2024
581,Mandya,Gur(Jaggery),FAQ,3400,4030,3800,10-08-2024
582,Mandya,Gur(Jaggery),FAQ,3400,4050,3800,09-08-2024
583,Mandya,Gur(Jaggery),FAQ,3400,4050,3800,12-08-2024
584,Mandya,Gur(Jaggery),FAQ,3400,4050,3850,01-08-2024
585,Mandya,Gur(Jaggery),FAQ,3400,4060,3900,05-07-2024
586,Mandya,Gur(Jaggery),FAQ,3400,4070,3820,17-08-2024
587,Mandya,Gur(Jaggery),FAQ,3400,4080,3850,29-08-2024
588,Mandya,Gur(Jaggery),FAQ,3400,4080,3900,23-08-2024
589,Mandya,Gur(Jaggery),FAQ,3400,4090,3800,03-08-2024
590,Mandya,Gur(Jaggery),FAQ,3400,4100,3750,01-07-2024
591,Mandya,Gur(Jaggery),FAQ,3400,4100,3850,19-08-2024
592,Mandya,Gur(Jaggery),FAQ,3400,4100,3900,20-04-2024
593,Mandya,Gur(Jaggery),FAQ,3400,4110,3850,16-08-2024
594,Mandya,Gur(Jaggery),FAQ,3400,4120,3850,27-06-2024
595,Mandya,Gur(Jaggery),FAQ,3400,4120,3900,08-05-2024
596,Mandya,Gur(Jaggery),FAQ,3400,4150,3820,26-06-2024
597,Mandya,Gur(Jaggery),FAQ,3400,4150,3870,13-08-2024
598,Mandya,Gur(Jaggery),FAQ,3400,4180,3750,13-05-2024
599,Mandya,Gur(Jaggery),FAQ,3400,4220,3900,08-06-2024
600,Mandya,Gur(Jaggery),FAQ,3400,4235,3900,21-05-2024
601,Mandya,Gur(Jaggery),FAQ,3400,4315,3850,16-05-2024
602,Mandya,Gur(Jaggery),FAQ,3400,4325,4150,15-06-2024
603,Mandya,Gur(Jaggery),FAQ,3400,4350,4100,25-05-2024
604,Mandya,Gur(Jaggery),FAQ,3400,4500,4100,29-05-2024
605,Mandya,Gur(Jaggery),FAQ,3450,3700,3620,01-10-2024
606,Mandya,Gur(Jaggery),FAQ,3450,3720,3580,02-01-2024
607,Mandya,Gur(Jaggery),FAQ,3450,3720,3600,09-11-2024
608,Mandya,Gur(Jaggery),FAQ,3450,3720,3600,11-11-2024
609,Mandya,Gur(Jaggery),FAQ,3450,3740,3650,21-10-2024
610,Mandya,Gur(Jaggery),FAQ,3450,3750,3650,12-01-2024
611,Mandya,Gur(Jaggery),FAQ,3450,3770,3600,02-12-2024
612,Mandya,Gur(Jaggery),FAQ,3450,3820,3640,01-02-2024
613,Mandya,Gur(Jaggery),FAQ,3450,3820,3700,22-10-2024
614,Mandya,Gur(Jaggery),FAQ,3450,3830,3650,23-01-2024
615,Mandya,Gur(Jaggery),FAQ,3450,3830,3700,29-10-2024
616,Mandya,Gur(Jaggery),FAQ,3450,3840,3650,02-02-2024
617,Mandya,Gur(Jaggery),FAQ,3450,3850,3660,09-07-2024
618,Mandya,Gur(Jaggery),FAQ,3450,3850,3680,29-01-2024
619,Mandya,Gur(Jaggery),FAQ,3450,3850,3700,25-01-2024
620,Mandya,Gur(Jaggery),FAQ,3450,3860,3660,14-10-2024
621,Mandya,Gur(Jaggery),FAQ,3450,3860,3700,26-10-2024
622,Mandya,Gur(Jaggery),FAQ,3450,3880,3650,13-11-2024
623,Mandya,Gur(Jaggery),FAQ,3450,3880,3700,17-02-2024
624,Mandya,Gur(Jaggery),FAQ,3450,3900,3700,16-10-2024
625,Mandya,Gur(Jaggery),FAQ,3450,3930,3700,19-07-2024
626,Mandya,Gur(Jaggery),FAQ,3450,4030,3750,03-09-2024
627,Mandya,Gur(Jaggery),FAQ,3450,4040,3750,25-07-2024
628,Mandya,Gur(Jaggery),FAQ,3450,4050,3750,02-07-2024
629,Mandya,Gur(Jaggery),FAQ,3450,4050,3800,06-05-2024
630,Mandya,Gur(Jaggery),FAQ,3450,4050,3900,27-08-2024
631,Mandya,Gur(Jaggery),FAQ,3450,4060,3800,29-07-2024
632,Mandya,Gur(Jaggery),FAQ,3450,4090,3830,02-08-2024
633,Mandya,Gur(Jaggery),FAQ,3450,4150,3800,31-07-2024
634,Mandya,Gur(Jaggery),FAQ,3450,4150,3900,07-06-2024
635,Mandya,Gur(Jaggery),FAQ,3450,4150,3900,21-08-2024
636,Mandya,Gur(Jaggery),FAQ,3450,4190,4050,19-06-2024
637,Mandya,Gur(Jaggery),FAQ,3450,4230,4100,24-05-2024
638,Mandya,Gur(Jaggery),FAQ,3500,3665,3600,26-09-2024
639,Mandya,Gur(Jaggery),FAQ,3500,3700,3600,08-01-2024
640,Mandya,Gur(Jaggery),FAQ,3500,3730,3600,07-11-2024
641,Mandya,Gur(Jaggery),FAQ,3500,3740,3650,28-09-2024
642,Mandya,Gur(Jaggery),FAQ,3500,3750,3650,10-01-2024
643,Mandya,Gur(Jaggery),FAQ,3500,3760,3650,15-11-2024
644,Mandya,Gur(Jaggery),FAQ,3500,3780,3650,30-09-2024
645,Mandya,Gur(Jaggery),FAQ,3500,3780,3680,19-10-2024
646,Mandya,Gur(Jaggery),FAQ,3500,3800,3650,01-01-2024
647,Mandya,Gur(Jaggery),FAQ,3500,3800,3650,04-01-2024
648,Mandya,Gur(Jaggery),FAQ,3500,3820,3700,08-10-2024
649,Mandya,Gur(Jaggery),FAQ,3500,3830,3700,10-10-2024
650,Mandya,Gur(Jaggery),FAQ,3500,3830,3700,27-01-2024
651,Mandya,Gur(Jaggery),FAQ,3500,3860,3750,04-11-2024
652,Mandya,Gur(Jaggery),FAQ,3500,3880,3750,25-10-2024
653,Mandya,Gur(Jaggery),FAQ,3500,3900,3700,17-09-2024
654,Mandya,Gur(Jaggery),FAQ,3500,3960,3750,18-09-2024
655,Mandya,Gur(Jaggery),FAQ,3500,3960,3800,10-09-2024
656,Mandya,Gur(Jaggery),FAQ,3500,3960,3800,14-09-2024
657,Mandya,Gur(Jaggery),FAQ,3500,4000,3780,05-09-2024
658,Mandya,Gur(Jaggery),FAQ,3500,4050,3800,29-06-2024
659,Mandya,Gur(Jaggery),FAQ,3500,4070,3850,30-10-2024
660,Mandya,Gur(Jaggery),FAQ,3500,4115,3950,05-06-2024
661,Mandya,Gur(Jaggery),FAQ,3500,4130,3800,25-06-2024
662,Mandya,Gur(Jaggery),FAQ,3500,4200,3950,23-04-2024
663,Mandya,Gur(Jaggery),FAQ,3500,4400,4050,12-06-2024
664,Mandya,Gur(Jaggery),FAQ,3550,3840,3720,18-10-2024
665,Mandya,Gur(Jaggery),FAQ,3550,4050,3850,04-07-2024
666,Mandya,Gur(Jaggery),FAQ,3550,4215,3700,20-05-2024
667,Mandya,Gur(Jaggery),FAQ,3550,4220,3900,21-06-2024
668,Mandya,Gur(Jaggery),FAQ,3550,4225,3950,10-06-2024
669,Mandya,Gur(Jaggery),FAQ,3550,4400,4000,22-04-2024
670,Mandya,Gur(Jaggery),FAQ,3550,4400,4150,30-05-2024
671,Mandya,Gur(Jaggery),FAQ,3550,4400,4170,14-06-2024
672,Mandya,Gur(Jaggery),FAQ,3560,3870,3700,09-10-2024
673,Mandya,Gur(Jaggery),FAQ,3600,3700,3650,25-09-2024
674,Mandya,Gur(Jaggery),FAQ,3600,4000,3850,13-09-2024
675,Mandya,Gur(Jaggery),FAQ,3600,4020,3860,12-09-2024
676,Mandya,Gur(Jaggery),FAQ,3600,4100,3900,20-08-2024
677,Mandya,Gur(Jaggery),FAQ,3600,4250,3750,18-05-2024
678,Mandya,Gur(Jaggery),FAQ,3600,4300,3900,03-06-2024
679,Mandya,Gur(Jaggery),FAQ,3650,4020,3850,02-09-2024
680,Mandya,Gur(Jaggery),FAQ,3700,4500,4100,23-05-2024
681,Mandya,Gur(Jaggery),FAQ,3750,4000,3850,11-09-2024
682,Mandya,Gur(Jaggery),FAQ,3750,4020,3900,04-09-2024
683,Mandya,Gur(Jaggery),FAQ,3800,3930,3850,06-09-2024
684,Mandya,Gur(Jaggery),FAQ,3800,3960,3880,09-09-2024
685,Mandya,Gur(Jaggery),FAQ,3800,4040,3900,30-08-2024
686,Mandya,Gur(Jaggery),FAQ,3800,4050,3920,26-08-2024
687,Mandya,Gur(Jaggery),FAQ,3800,4060,3950,28-08-2024
688,Mandya,Gur(Jaggery),FAQ,3800,4080,3950,22-08-2024
689,Mandya,Gur(Jaggery),FAQ,3800,4250,4000,02-05-2024
690,Mandya,Gur(Jaggery),FAQ,3350,3600,3500,23-03-2024
691,Mandya,Gur(Jaggery),FAQ,3350,3640,3550,24-02-2024
692,Mandya,Gur(Jaggery),FAQ,3350,3760,3600,28-03-2024
693,Mandya,Gur(Jaggery),FAQ,3400,3500,3450,12-03-2024
694,Mandya,Gur(Jaggery),FAQ,3400,3530,3450,30-03-2024
695,Mandya,Gur(Jaggery),FAQ,3400,3550,3500,11-03-2024
696,Mandya,Gur(Jaggery),FAQ,3400,3550,3500,15-02-2024
697,Mandya,Gur(Jaggery),FAQ,3400,3600,3550,07-03-2024
698,Mandya,Gur(Jaggery),FAQ,3400,3640,3520,05-02-2024
699,Mandya,Gur(Jaggery),FAQ,3400,3640,3550,07-02-2024
700,Mandya,Gur(Jaggery),FAQ,3400,3680,3580,09-02-2024
701,Mandya,Gur(Jaggery),FAQ,3400,3720,3600,01-03-2024
702,Mandya,Gur(Jaggery),FAQ,3400,3720,3620,05-03-2024
703,Mandya,Gur(Jaggery),FAQ,3400,3730,3600,28-02-2024
704,Mandya,Gur(Jaggery),FAQ,3400,3730,3650,20-02-2024
705,Mandya,Gur(Jaggery),FAQ,3400,3750,3600,18-03-2024
706,Mandya,Gur(Jaggery),FAQ,3400,3760,3650,26-02-2024
707,Mandya,Gur(Jaggery),FAQ,3400,3820,3680,20-03-2024
708,Mandya,Gur(Jaggery),FAQ,3400,3820,3700,01-04-2024
709,Mandya,Gur(Jaggery),FAQ,3400,3820,3700,06-06-2024
710,Mandya,Gur(Jaggery),FAQ,3400,3850,3750,25-03-2024
711,Mandya,Gur(Jaggery),FAQ,3400,3950,3720,18-07-2024
712,Mandya,Gur(Jaggery),FAQ,3400,4000,3750,16-07-2024
713,Mandya,Gur(Jaggery),FAQ,3400,4040,3850,20-07-2024
714,Mandya,Gur(Jaggery),FAQ,3400,4060,3950,18-06-2024
715,Mandya,Gur(Jaggery),FAQ,3400,4070,3880,08-07-2024
716,Mandya,Gur(Jaggery),FAQ,3400,4080,3750,12-07-2024
717,Mandya,Gur(Jaggery),FAQ,3400,4090,3850,03-07-2024
718,Mandya,Gur(Jaggery),FAQ,3400,4115,3970,20-06-2024
719,Mandya,Gur(Jaggery),FAQ,3400,4120,3900,05-04-2024
720,Mandya,Gur(Jaggery),FAQ,3400,4140,3800,24-06-2024
721,Mandya,Gur(Jaggery),FAQ,3400,4140,4000,11-06-2024
722,Mandya,Gur(Jaggery),FAQ,3400,4170,4000,13-06-2024
723,Mandya,Gur(Jaggery),FAQ,3400,4200,4000,08-06-2024
724,Mandya,Gur(Jaggery),FAQ,3400,4345,4100,22-05-2024
725,Mandya,Gur(Jaggery),FAQ,3400,4360,4100,17-05-2024
726,Mandya,Gur(Jaggery),FAQ,3450,3660,3560,14-03-2024
727,Mandya,Gur(Jaggery),FAQ,3450,3680,3600,22-02-2024
728,Mandya,Gur(Jaggery),FAQ,3450,3750,3600,09-03-2024
729,Mandya,Gur(Jaggery),FAQ,3450,3750,3650,19-02-2024
730,Mandya,Gur(Jaggery),FAQ,3450,3950,3800,05-10-2024
