Sl no.,Centre Name,,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
67,Akola,,Jowar(Sorghum),1890,2550,2395,24-07-2024
68,Akola,,Jowar(Sorghum),1895,2595,2000,02-12-2024
69,Akola,,Jowar(Sorghum),1895,2805,2400,27-04-2024
70,Akola,,Jowar(Sorghum),1900,2040,1985,28-11-2024
71,Akola,,Jowar(Sorghum),1900,2100,2000,04-05-2024
72,Akola,,Jowar(Sorghum),1900,2100,2000,05-11-2024
73,Akola,,Jowar(Sorghum),1900,2120,2040,05-06-2024
74,Akola,,Jowar(Sorghum),1900,2175,2065,06-11-2024
75,Akola,,Jowar(Sorghum),1900,2200,2100,08-11-2024
76,Akola,,Jowar(Sorghum),1900,2270,2155,24-10-2024
77,Akola,,Jowar(Sorghum),1900,2295,2180,19-07-2024
78,Akola,,Jowar(Sorghum),1900,2300,2150,07-06-2024
79,Akola,,Jowar(Sorghum),1900,2365,2260,15-05-2024
80,Akola,,Jowar(Sorghum),1900,2370,2160,14-06-2024
81,Akola,,Jowar(Sorghum),1900,2370,2300,21-03-2024
82,Akola,,Jowar(Sorghum),1900,2395,2150,13-06-2024
83,Akola,,Jowar(Sorghum),1900,2395,2280,22-07-2024
84,Akola,,Jowar(Sorghum),1900,2500,2300,11-07-2024
85,Akola,,Jowar(Sorghum),1900,2600,2080,26-12-2024
86,Akola,,Jowar(Sorghum),1905,2205,1915,28-03-2024
87,Akola,,Jowar(Sorghum),1915,1915,1915,02-03-2024
88,Akola,,Jowar(Sorghum),1930,2080,2025,24-12-2024
89,Akola,,Jowar(Sorghum),1930,2150,2050,29-05-2024
90,Akola,,Jowar(Sorghum),1930,2305,2000,04-06-2024
91,Akola,,Jowar(Sorghum),1939,2045,2015,27-12-2024
92,Akola,,Jowar(Sorghum),1940,2260,2175,25-10-2024
93,Akola,,Jowar(Sorghum),1950,2170,2065,31-05-2024
94,Akola,,Jowar(Sorghum),1950,2190,2155,22-10-2024
95,Akola,,Jowar(Sorghum),1950,2230,2135,13-12-2024
96,Akola,,Jowar(Sorghum),1950,2500,2110,08-06-2024
97,Akola,,Jowar(Sorghum),1955,2105,2050,23-12-2024
98,Akola,,Jowar(Sorghum),1955,2160,2095,19-12-2024
99,Akola,,Jowar(Sorghum),1955,2265,2160,18-07-2024
100,Akola,,Jowar(Sorghum),1960,2140,2090,18-12-2024
101,Akola,,Jowar(Sorghum),1960,2170,2045,26-10-2024
102,Akola,,Jowar(Sorghum),1975,2100,2050,07-11-2024
103,Akola,,Jowar(Sorghum),1975,2175,2100,23-10-2024
104,Akola,,Jowar(Sorghum),1975,2400,2245,06-06-2024
105,Akola,,Jowar(Sorghum),1980,2030,2000,28-12-2024
106,Akola,,Jowar(Sorghum),1980,2280,2030,25-12-2024
107,Akola,,Jowar(Sorghum),1980,2295,2160,21-06-2024
108,Akola,,Jowar(Sorghum),1980,2305,2055,13-03-2024
109,Akola,,Jowar(Sorghum),1980,2315,2270,13-07-2024
110,Akola,,Jowar(Sorghum),1980,2455,2350,29-06-2024
111,Akola,,Jowar(Sorghum),1985,2155,2100,16-12-2024
112,Akola,,Jowar(Sorghum),1985,2200,2150,19-10-2024
113,Akola,,Jowar(Sorghum),1985,2250,2155,01-06-2024
114,Akola,,Jowar(Sorghum),1990,2140,2100,10-12-2024
115,Akola,,Jowar(Sorghum),1990,2160,2080,11-11-2024
116,Akola,,Jowar(Sorghum),1990,2200,2100,11-06-2024
117,Akola,,Jowar(Sorghum),1990,2230,2150,12-06-2024
118,Akola,,Jowar(Sorghum),1990,2305,2050,30-12-2024
119,Akola,,Jowar(Sorghum),1990,2325,2100,01-01-2025
120,Akola,,Jowar(Sorghum),1995,2145,2100,12-12-2024
121,Akola,,Jowar(Sorghum),1995,2285,2150,10-06-2024
122,Akola,,Jowar(Sorghum),1995,2485,2265,20-07-2024
123,Akola,,Jowar(Sorghum),2000,2250,2145,19-06-2024
124,Akola,,Jowar(Sorghum),2000,2385,2330,02-08-2024
125,Akola,,Jowar(Sorghum),2000,2395,2250,30-07-2024
126,Akola,,Jowar(Sorghum),2000,2400,2235,20-12-2024
127,Akola,,Jowar(Sorghum),2000,2455,2200,15-04-2024
128,Akola,,Jowar(Sorghum),2000,2470,2300,28-06-2024
129,Akola,,Jowar(Sorghum),2000,2615,2350,23-08-2024
130,Akola,,Jowar(Sorghum),2000,2650,2150,15-03-2024
131,Akola,,Jowar(Sorghum),2005,2005,2005,21-02-2024
132,Akola,,Jowar(Sorghum),2005,2075,2050,31-12-2024
133,Akola,,Jowar(Sorghum),2005,2150,2095,10-10-2024
134,Akola,,Jowar(Sorghum),2015,2570,2350,31-08-2024
135,Akola,,Jowar(Sorghum),2025,2390,2120,26-06-2024
136,Akola,,Jowar(Sorghum),2030,2500,2180,14-12-2024
137,Akola,,Jowar(Sorghum),2035,2175,2075,21-12-2024
138,Akola,,Jowar(Sorghum),2040,2135,2100,11-10-2024
139,Akola,,Jowar(Sorghum),2050,2170,2130,17-10-2024
140,Akola,,Jowar(Sorghum),2050,2290,2185,08-07-2024
141,Akola,,Jowar(Sorghum),2050,2300,2250,22-08-2024
142,Akola,,Jowar(Sorghum),2055,2245,2120,21-10-2024
143,Akola,,Jowar(Sorghum),2055,2380,2275,25-09-2024
144,Akola,,Jowar(Sorghum),2055,2550,2345,05-08-2024
145,Akola,,Jowar(Sorghum),2060,2195,2120,17-12-2024
146,Akola,,Jowar(Sorghum),2060,2380,2300,24-09-2024
147,Akola,,Jowar(Sorghum),2060,2455,2275,18-09-2024
148,Akola,,Jowar(Sorghum),2070,2235,2140,18-10-2024
149,Akola,,Jowar(Sorghum),2075,2250,2200,24-06-2024
150,Akola,,Jowar(Sorghum),2090,2560,2400,12-07-2024
151,Akola,,Jowar(Sorghum),2095,2225,2130,15-10-2024
152,Akola,,Jowar(Sorghum),2100,2300,2270,10-07-2024
153,Akola,,Jowar(Sorghum),2100,2300,2275,05-07-2024
154,Akola,,Jowar(Sorghum),2100,2310,2205,27-06-2024
155,Akola,,Jowar(Sorghum),2100,2360,2300,03-07-2024
156,Akola,,Jowar(Sorghum),2100,2365,2295,21-08-2024
157,Akola,,Jowar(Sorghum),2100,2375,2280,15-07-2024
158,Akola,,Jowar(Sorghum),2100,2375,2300,09-09-2024
159,Akola,,Jowar(Sorghum),2100,2455,2305,11-09-2024
160,Akola,,Jowar(Sorghum),2100,2475,2350,01-08-2024
161,Akola,,Jowar(Sorghum),2100,2475,2350,19-03-2024
162,Akola,,Jowar(Sorghum),2100,2475,2390,27-08-2024
163,Akola,,Jowar(Sorghum),2100,2485,2300,06-08-2024
164,Akola,,Jowar(Sorghum),2100,2500,2375,13-09-2024
165,Akola,,Jowar(Sorghum),2100,2535,2395,31-07-2024
166,Akola,,Jowar(Sorghum),2100,2540,2400,03-09-2024
167,Akola,,Jowar(Sorghum),2100,2560,2395,13-08-2024
168,Akola,,Jowar(Sorghum),2100,2680,2150,14-10-2024
169,Akola,,Jowar(Sorghum),2100,3135,2695,16-10-2024
170,Akola,,Jowar(Sorghum),2120,2260,2180,05-10-2024
171,Akola,,Jowar(Sorghum),2125,2360,2300,06-09-2024
172,Akola,,Jowar(Sorghum),2130,2435,2380,27-07-2024
173,Akola,,Jowar(Sorghum),2150,2350,2275,07-08-2024
174,Akola,,Jowar(Sorghum),2150,2350,2275,20-09-2024
175,Akola,,Jowar(Sorghum),2150,2405,2350,05-09-2024
176,Akola,,Jowar(Sorghum),2150,2530,2390,28-08-2024
177,Akola,,Jowar(Sorghum),2150,2575,2400,16-08-2024
178,Akola,,Jowar(Sorghum),2155,2320,2255,04-07-2024
179,Akola,,Jowar(Sorghum),2175,2405,2305,29-07-2024
180,Akola,,Jowar(Sorghum),2175,2430,2385,26-07-2024
181,Akola,,Jowar(Sorghum),2175,2465,2350,12-08-2024
182,Akola,,Jowar(Sorghum),2190,2590,2395,10-09-2024
183,Akola,,Jowar(Sorghum),2195,2395,2275,21-09-2024
184,Akola,,Jowar(Sorghum),2200,2200,2200,12-03-2024
185,Akola,,Jowar(Sorghum),2200,2400,2355,11-03-2024
186,Akola,,Jowar(Sorghum),2200,2400,2375,08-08-2024
187,Akola,,Jowar(Sorghum),2200,2450,2300,10-08-2024
188,Akola,,Jowar(Sorghum),2200,2470,2400,01-07-2024
189,Akola,,Jowar(Sorghum),2200,2485,2345,05-04-2024
190,Akola,,Jowar(Sorghum),2200,2500,2400,29-08-2024
191,Akola,,Jowar(Sorghum),2200,2515,2365,07-09-2024
192,Akola,,Jowar(Sorghum),2205,2280,2250,04-10-2024
193,Akola,,Jowar(Sorghum),2205,2380,2350,03-08-2024
194,Akola,,Jowar(Sorghum),2205,2450,2300,17-08-2024
195,Akola,,Jowar(Sorghum),2220,2280,2265,16-07-2024
196,Akola,,Jowar(Sorghum),2220,2420,2395,24-08-2024
197,Akola,,Jowar(Sorghum),2230,2490,2310,20-08-2024
198,Akola,,Jowar(Sorghum),2240,2350,2300,23-09-2024
199,Akola,,Jowar(Sorghum),2250,2515,2350,04-09-2024
200,Akola,,Jowar(Sorghum),2250,2555,2305,03-10-2024
201,Akola,,Jowar(Sorghum),2265,2500,2325,12-09-2024
202,Akola,,Jowar(Sorghum),2270,2375,2340,14-03-2024
203,Akola,,Jowar(Sorghum),2270,2415,2365,30-09-2024
204,Akola,,Jowar(Sorghum),2280,2380,2335,01-10-2024
205,Akola,,Jowar(Sorghum),2280,2540,2490,30-08-2024
206,Akola,,Jowar(Sorghum),2280,2625,2565,28-09-2024
207,Akola,,Jowar(Sorghum),2285,2285,2285,26-02-2024
208,Akola,,Jowar(Sorghum),2300,2400,2385,23-07-2024
209,Akola,,Jowar(Sorghum),2300,2420,2380,09-08-2024
210,Akola,,Jowar(Sorghum),2300,2450,2350,06-04-2024
211,Akola,,Jowar(Sorghum),2300,2475,2450,02-07-2024
212,Akola,,Jowar(Sorghum),2300,2505,2470,14-09-2024
213,Akola,,Jowar(Sorghum),2315,2535,2365,27-09-2024
214,Akola,,Jowar(Sorghum),2350,2490,2400,25-07-2024
215,Akola,,Jowar(Sorghum),2350,2900,2625,10-02-2024
216,Akola,,Jowar(Sorghum),2390,2770,2460,14-08-2024
217,Akola,,Jowar(Sorghum),2400,2490,2450,26-09-2024
218,Akola,,Jowar(Sorghum),2500,2500,2500,28-02-2024
219,Akola,,Jowar(Sorghum),2500,2775,2600,31-01-2024
220,Akola,,Jowar(Sorghum),2500,3000,2927,12-02-2024
221,Akola,,Jowar(Sorghum),2505,2505,2505,10-01-2024
222,Akola,,Jowar(Sorghum),2505,2740,2575,17-02-2024
223,Akola,,Jowar(Sorghum),2600,2600,2600,01-03-2024
224,Akola,,Jowar(Sorghum),2675,2800,2737,23-02-2024
225,Akola,,Jowar(Sorghum),1600,2220,2200,25-05-2024
226,Akola,,Jowar(Sorghum),1765,2315,2300,20-06-2024
227,Akola,,Jowar(Sorghum),1775,2475,2400,13-03-2024
228,Akola,,Jowar(Sorghum),1795,2395,2300,18-03-2024
229,Akola,,Jowar(Sorghum),1800,2015,2000,11-12-2024
230,Akola,,Jowar(Sorghum),1800,2030,2000,28-12-2024
231,Akola,,Jowar(Sorghum),1815,2130,2100,21-05-2024
232,Akola,,Jowar(Sorghum),1835,2200,2150,20-05-2024
233,Akola,,Jowar(Sorghum),1840,2275,2200,04-05-2024
234,Akola,,Jowar(Sorghum),1855,2205,2200,22-05-2024
235,Akola,,Jowar(Sorghum),1875,2150,2100,06-06-2024
236,Akola,,Jowar(Sorghum),1895,2130,2100,29-05-2024
237,Akola,,Jowar(Sorghum),1900,1990,1900,12-11-2024
238,Akola,,Jowar(Sorghum),1930,2405,2400,03-07-2024
239,Akola,,Jowar(Sorghum),1950,2025,2000,10-12-2024
240,Akola,,Jowar(Sorghum),1950,2065,2000,25-11-2024
241,Akola,,Jowar(Sorghum),1955,2160,2100,04-06-2024
242,Akola,,Jowar(Sorghum),1970,1985,1970,21-11-2024
243,Akola,,Jowar(Sorghum),1990,2145,2100,27-05-2024
244,Akola,,Jowar(Sorghum),1995,1995,1995,18-11-2024
245,Akola,,Jowar(Sorghum),1995,2125,2100,19-10-2024
246,Akola,,Jowar(Sorghum),2000,2000,2000,09-11-2024
247,Akola,,Jowar(Sorghum),2000,2025,2025,06-11-2024
248,Akola,,Jowar(Sorghum),2000,2080,2000,09-12-2024
249,Akola,,Jowar(Sorghum),2000,2600,2600,29-08-2024
250,Akola,,Jowar(Sorghum),2025,2050,2050,07-11-2024
251,Akola,,Jowar(Sorghum),2045,2490,2400,24-08-2024
252,Akola,,Jowar(Sorghum),2080,2140,2100,22-10-2024
253,Akola,,Jowar(Sorghum),2100,2425,2400,30-09-2024
254,Akola,,Jowar(Sorghum),2145,2180,2150,17-10-2024
255,Akola,,Jowar(Sorghum),2180,2250,2200,14-10-2024
256,Akola,,Jowar(Sorghum),2200,2275,2200,05-10-2024
257,Akola,,Jowar(Sorghum),2200,2300,2250,13-09-2024
258,Akola,,Jowar(Sorghum),2235,2235,2235,06-10-2024
259,Akola,,Jowar(Sorghum),2280,2600,2600,27-08-2024
260,Akola,,Jowar(Sorghum),2330,2480,2400,19-03-2024
261,Akola,,Jowar(Sorghum),2345,2400,2360,14-09-2024
262,Akola,,Jowar(Sorghum),2410,2560,2500,26-08-2024
263,Akola,,Jowar(Sorghum),2515,2515,2515,09-03-2024
264,Akola,,Jowar(Sorghum),1800,1850,1800,17-11-2024
265,Akola,,Jowar(Sorghum),1800,1910,1800,29-12-2024
266,Akola,,Jowar(Sorghum),1900,2800,2100,09-06-2024
267,Akola,,Jowar(Sorghum),2150,2370,2250,29-09-2024
268,Akola,,Jowar(Sorghum),1800,2040,1975,11-05-2024
269,Akola,,Jowar(Sorghum),1800,2045,1960,09-05-2024
270,Akola,,Jowar(Sorghum),1805,2075,1940,11-12-2024
271,Akola,,Jowar(Sorghum),1805,2140,1995,04-06-2024
272,Akola,,Jowar(Sorghum),1805,2215,2050,26-06-2024
273,Akola,,Jowar(Sorghum),1810,2000,1905,13-11-2024
274,Akola,,Jowar(Sorghum),1810,2050,1930,26-12-2024
275,Akola,,Jowar(Sorghum),1810,2065,1940,04-12-2024
276,Akola,,Jowar(Sorghum),1810,2090,1950,07-12-2024
277,Akola,,Jowar(Sorghum),1810,2100,1955,14-12-2024
278,Akola,,Jowar(Sorghum),1815,2175,2005,05-06-2024
279,Akola,,Jowar(Sorghum),1820,2075,1950,28-12-2024
280,Akola,,Jowar(Sorghum),1820,2270,2080,20-06-2024
281,Akola,,Jowar(Sorghum),1825,2050,1940,01-01-2025
282,Akola,,Jowar(Sorghum),1825,2095,1960,21-12-2024
283,Akola,,Jowar(Sorghum),1830,2040,1945,14-06-2024
284,Akola,,Jowar(Sorghum),1830,2170,2005,06-06-2024
285,Akola,,Jowar(Sorghum),1840,2010,1915,25-06-2024
286,Akola,,Jowar(Sorghum),1840,2135,2005,22-06-2024
287,Akola,,Jowar(Sorghum),1845,2035,1950,12-06-2024
288,Akola,,Jowar(Sorghum),1845,2100,1975,19-11-2024
289,Akola,,Jowar(Sorghum),1845,2110,1995,08-06-2024
290,Akola,,Jowar(Sorghum),1845,2125,1985,21-10-2024
291,Akola,,Jowar(Sorghum),1845,2140,2005,11-06-2024
292,Akola,,Jowar(Sorghum),1850,2000,1950,17-05-2024
293,Akola,,Jowar(Sorghum),1850,2100,2005,13-06-2024
294,Akola,,Jowar(Sorghum),1850,2110,2005,22-05-2024
295,Akola,,Jowar(Sorghum),1850,2240,2095,21-06-2024
296,Akola,,Jowar(Sorghum),1855,2060,1950,16-05-2024
297,Akola,,Jowar(Sorghum),1860,2150,1955,24-05-2024
298,Akola,,Jowar(Sorghum),1860,2170,2015,18-12-2024
299,Akola,,Jowar(Sorghum),1860,2285,2095,25-05-2024
300,Akola,,Jowar(Sorghum),1865,2200,2035,23-10-2024
301,Akola,,Jowar(Sorghum),1870,2125,2015,31-05-2024
302,Akola,,Jowar(Sorghum),1870,2190,2060,18-05-2024
303,Akola,,Jowar(Sorghum),1870,2245,2095,27-06-2024
304,Akola,,Jowar(Sorghum),1875,2090,1955,13-05-2024
305,Akola,,Jowar(Sorghum),1880,2000,1955,08-05-2024
306,Akola,,Jowar(Sorghum),1880,2120,2020,14-05-2024
307,Akola,,Jowar(Sorghum),1880,2125,2005,27-11-2024
308,Akola,,Jowar(Sorghum),1880,2160,2005,27-05-2024
309,Akola,,Jowar(Sorghum),1880,2160,2005,30-05-2024
310,Akola,,Jowar(Sorghum),1880,2310,2095,25-07-2024
311,Akola,,Jowar(Sorghum),1895,2165,2005,03-06-2024
312,Akola,,Jowar(Sorghum),1900,2125,2050,06-05-2024
313,Akola,,Jowar(Sorghum),1905,2250,2080,09-11-2024
314,Akola,,Jowar(Sorghum),1905,2275,2050,01-06-2024
315,Akola,,Jowar(Sorghum),1905,2290,2100,26-10-2024
316,Akola,,Jowar(Sorghum),1905,2300,2195,28-05-2024
317,Akola,,Jowar(Sorghum),1910,2180,2050,29-05-2024
318,Akola,,Jowar(Sorghum),1910,2355,2190,03-07-2024
319,Akola,,Jowar(Sorghum),1915,2100,2025,09-07-2024
320,Akola,,Jowar(Sorghum),1920,2045,2005,07-05-2024
321,Akola,,Jowar(Sorghum),1920,2295,2110,16-10-2024
322,Akola,,Jowar(Sorghum),1930,2240,2085,10-10-2024
323,Akola,,Jowar(Sorghum),1930,2280,2105,18-10-2024
324,Akola,,Jowar(Sorghum),1930,2395,2165,05-10-2024
325,Akola,,Jowar(Sorghum),1940,2285,2105,05-07-2024
326,Akola,,Jowar(Sorghum),1940,2320,2130,09-09-2024
327,Akola,,Jowar(Sorghum),1950,2275,2105,11-07-2024
328,Akola,,Jowar(Sorghum),1950,2275,2115,18-07-2024
329,Akola,,Jowar(Sorghum),1950,2285,2115,02-07-2024
330,Akola,,Jowar(Sorghum),1950,2295,2125,19-10-2024
331,Akola,,Jowar(Sorghum),1950,2300,2125,24-07-2024
332,Akola,,Jowar(Sorghum),1950,2320,2135,13-07-2024
333,Akola,,Jowar(Sorghum),1950,2325,2140,05-09-2024
334,Akola,,Jowar(Sorghum),1950,2325,2205,10-07-2024
335,Akola,,Jowar(Sorghum),1950,2345,2150,14-10-2024
336,Akola,,Jowar(Sorghum),1950,2395,2175,21-09-2024
337,Akola,,Jowar(Sorghum),1950,2405,2180,01-10-2024
338,Akola,,Jowar(Sorghum),1955,2270,2115,17-10-2024
339,Akola,,Jowar(Sorghum),1955,2325,2140,06-09-2024
340,Akola,,Jowar(Sorghum),1960,2220,2090,14-08-2024
341,Akola,,Jowar(Sorghum),1960,2370,2175,04-07-2024
342,Akola,,Jowar(Sorghum),1965,2270,2120,22-10-2024
343,Akola,,Jowar(Sorghum),1965,2315,2140,06-08-2024
344,Akola,,Jowar(Sorghum),1965,2445,2205,24-09-2024
345,Akola,,Jowar(Sorghum),1970,2320,2150,06-07-2024
346,Akola,,Jowar(Sorghum),1970,2350,2160,11-10-2024
347,Akola,,Jowar(Sorghum),1970,2365,2170,01-08-2024
348,Akola,,Jowar(Sorghum),1970,2400,2185,17-08-2024
349,Akola,,Jowar(Sorghum),1975,2335,2185,30-07-2024
350,Akola,,Jowar(Sorghum),1975,2370,2175,09-10-2024
351,Akola,,Jowar(Sorghum),1985,2365,2175,13-08-2024
352,Akola,,Jowar(Sorghum),1985,2370,2180,15-10-2024
353,Akola,,Jowar(Sorghum),1985,2415,2200,21-08-2024
354,Akola,,Jowar(Sorghum),1990,2345,2170,03-08-2024
355,Akola,,Jowar(Sorghum),1990,2360,2175,19-09-2024
356,Akola,,Jowar(Sorghum),1990,2400,2195,16-08-2024
357,Akola,,Jowar(Sorghum),1990,2410,2200,23-08-2024
358,Akola,,Jowar(Sorghum),1990,2425,2210,22-08-2024
359,Akola,,Jowar(Sorghum),1995,2350,2170,31-07-2024
360,Akola,,Jowar(Sorghum),1995,2355,2175,20-08-2024
361,Akola,,Jowar(Sorghum),1995,2435,2215,28-08-2024
362,Akola,,Jowar(Sorghum),2005,2405,2205,30-09-2024
363,Akola,,Jowar(Sorghum),2005,2410,2210,30-08-2024
364,Akola,,Jowar(Sorghum),2005,2440,2225,27-08-2024
365,Akola,,Jowar(Sorghum),2010,2400,2205,04-09-2024
366,Akola,,Jowar(Sorghum),2010,2435,2225,26-09-2024
367,Akola,,Jowar(Sorghum),2010,2440,2225,12-09-2024
368,Akola,,Jowar(Sorghum),2010,2445,2230,27-09-2024
369,Akola,,Jowar(Sorghum),2030,2365,2200,25-09-2024
370,Akola,,Jowar(Sorghum),2040,2445,2245,23-09-2024
371,Akola,,Jowar(Sorghum),2050,2425,2240,20-09-2024
372,Akola,,Jowar(Sorghum),2050,2440,2245,29-08-2024
373,Akola,,Jowar(Sorghum),2050,2445,2250,13-09-2024
374,Akola,,Jowar(Sorghum),2105,2400,2250,04-10-2024
375,Akola,,Jowar(Sorghum),1600,1800,1700,06-12-2024
376,Akola,,Jowar(Sorghum),1600,1800,1700,08-11-2024
377,Akola,,Jowar(Sorghum),1600,1800,1740,15-11-2024
378,Akola,,Jowar(Sorghum),1700,1700,1700,27-12-2024
379,Akola,,Jowar(Sorghum),1700,1800,1750,29-11-2024
380,Akola,,Jowar(Sorghum),1700,1800,1760,16-11-2024
381,Akola,,Jowar(Sorghum),1700,1900,1800,13-12-2024
382,Akola,,Jowar(Sorghum),1700,1900,1800,25-10-2024
383,Akola,,Jowar(Sorghum),1700,2000,1800,07-06-2024
384,Akola,,Jowar(Sorghum),1700,2000,1800,20-12-2024
385,Akola,,Jowar(Sorghum),1800,1800,1800,28-12-2024
386,Akola,,Jowar(Sorghum),1800,2000,1900,01-11-2024
387,Akola,,Jowar(Sorghum),1800,2000,1900,12-10-2024
388,Akola,,Jowar(Sorghum),1800,2000,1900,26-10-2024
389,Akola,,Jowar(Sorghum),1800,2100,1900,11-10-2024
390,Akola,,Jowar(Sorghum),1800,2200,1983,15-06-2024
391,Akola,,Jowar(Sorghum),1900,1900,1900,21-12-2024
392,Akola,,Jowar(Sorghum),1900,2200,1979,25-05-2024
393,Akola,,Jowar(Sorghum),1900,2400,2112,02-08-2024
394,Akola,,Jowar(Sorghum),1966,1966,1966,27-04-2024
395,Akola,,Jowar(Sorghum),2000,2300,2118,13-07-2024
396,Akola,,Jowar(Sorghum),2000,2300,2127,21-09-2024
397,Akola,,Jowar(Sorghum),2000,2300,2140,22-06-2024
398,Akola,,Jowar(Sorghum),2000,2300,2152,05-10-2024
399,Akola,,Jowar(Sorghum),2000,2300,2202,29-06-2024
400,Akola,,Jowar(Sorghum),2000,2400,2100,23-08-2024
401,Akola,,Jowar(Sorghum),2000,2400,2138,05-07-2024
402,Akola,,Jowar(Sorghum),2000,2400,2155,06-07-2024
403,Akola,,Jowar(Sorghum),2000,2400,2174,03-08-2024
404,Akola,,Jowar(Sorghum),2000,2400,2200,20-09-2024
405,Akola,,Jowar(Sorghum),2000,2400,2206,24-08-2024
406,Akola,,Jowar(Sorghum),2000,2400,2213,10-08-2024
407,Akola,,Jowar(Sorghum),2000,2400,2242,14-09-2024
